source,pool,program,donor_id,n_cells_scored,candidate_cells_scored,background_cells_scored,candidate_mean,background_mean,candidate_minus_background,direction,qc_view
adata_obs,all_cells,biomarker_VEGFD_PMEL_CCL14_MMP8,LAM1,7827,31,7796,1.4339717558609544,-0.030770282391644154,1.4647420382525986,positive,baseline
adata_obs,all_cells,biomarker_VEGFD_PMEL_CCL14_MMP8,LAM2,7126,4,7122,0.48135320544242854,-0.01809270521339479,0.49944591065582333,positive,baseline
adata_obs,all_cells,biomarker_VEGFD_PMEL_CCL14_MMP8,LAM3,7016,84,6932,1.3480353233312805,-0.0013679986398887076,1.3494033219711692,positive,baseline
adata_obs,all_cells,biomarker_VEGFD_PMEL_CCL14_MMP8,LAM4,1259,21,1238,1.4892583419481915,-0.0028137188454790004,1.4920720607936706,positive,baseline
adata_obs,all_cells,biomarker_VEGFD_PMEL_CCL14_MMP8,Donor1,6178,0,6178,,-0.00044587949313905963,,near_zero_or_unavailable,strict_qc
adata_obs,all_cells,biomarker_VEGFD_PMEL_CCL14_MMP8,LAM1,7104,28,7076,1.447916344137419,-0.03166671597954944,1.4795830601169684,positive,strict_qc
adata_obs,all_cells,biomarker_VEGFD_PMEL_CCL14_MMP8,LAM2,4955,1,4954,0.5066440292994181,-0.02010329306965849,0.5267473223690766,positive,strict_qc
adata_obs,all_cells,biomarker_VEGFD_PMEL_CCL14_MMP8,LAM3,6064,52,6012,1.3688927991252682,-0.006114127639957875,1.375006926765226,positive,strict_qc
adata_obs,all_cells,biomarker_VEGFD_PMEL_CCL14_MMP8,LAM4,898,4,894,1.3665010687907537,-0.0185600985506637,1.3850611673414175,positive,strict_qc
adata_obs,all_cells,CORE2,Donor1,7480,0,7480,,0.004752436919579426,,near_zero_or_unavailable,baseline
