cohort,cohort_type,n_cells,n_datasets,n_patients,feature,n,mean,median,q05,q25,q75,q95,detection_fraction_score_gt_0
State_13,consensus_state,6,3,3,mTOR_translation,6,0.911099374294281,0.6416151523590088,0.5478549152612686,0.5771239250898361,0.8332853317260742,1.863268420100212,1.0
State_13,consensus_state,6,3,3,hormone_related,6,0.5765422135591507,0.662853866815567,0.06089993566274643,0.3338247165083885,0.8354394882917404,0.9807010442018509,0.8333333333333334
State_13,consensus_state,6,3,3,hypoxia_stress,6,0.20860275129477182,0.22597521543502808,0.08446352928876877,0.134327694773674,0.2879685014486313,0.3090803027153015,1.0
State_13,consensus_state,6,3,3,protease_ECM_niche,6,0.2655384714404742,0.2373584508895874,0.15417999401688576,0.19611206278204918,0.27913516759872437,0.4469934478402138,1.0
State_13,consensus_state,6,3,3,HOX_PBX,6,0.572737380862236,0.6610090136528015,0.1586376056075096,0.5347526967525482,0.7090811729431152,0.8182808458805084,1.0
State_13,consensus_state,6,3,3,normal_lung_interstitial,6,0.3240007509787877,0.26191534847021103,0.021331753581762314,0.12126319110393524,0.5354690849781036,0.6932822018861771,0.8333333333333334
State_13,consensus_state,6,3,3,LAMCORE_777,6,0.3370618236561616,0.362154558300972,0.11628678254783154,0.2603461630642414,0.46397148072719574,0.49509934335947037,1.0
State_13,consensus_state,6,3,3,ciliated,6,0.03799308215578397,0.03348926827311516,0.0,0.0,0.0756964311003685,0.08143376931548119,0.5
State_13,consensus_state,6,3,3,AT2,6,1.195382555325826,1.0026732087135315,0.294992595911026,0.5247925817966461,1.8316498100757599,2.3434818983078003,1.0
State_13,consensus_state,6,3,3,macrophage,6,0.2992621014515559,0.33757321536540985,0.049297548830509186,0.22828146070241928,0.38692606985569,0.4934081360697746,0.8333333333333334
State_13,consensus_state,6,3,3,endothelial,6,0.3910538622488578,0.10456079989671707,0.009374088607728481,0.04800544027239084,0.7148987203836441,1.1197779178619385,0.8333333333333334
State_13,consensus_state,6,3,3,fibroblast,6,0.239653704687953,0.2025342956185341,0.015514002181589603,0.09421661403030157,0.38943204283714294,0.5042052194476128,0.8333333333333334
State_13,consensus_state,6,3,3,mesothelial,6,0.006312118843197823,0.0,0.0,0.0,0.0,0.0284045347943902,0.16666666666666666
State_13,consensus_state,6,3,3,pericyte_VSMC,6,0.4263217442979415,0.44279031455516815,0.075391692109406,0.19778640195727348,0.5837777256965637,0.8054247051477432,1.0
State_13,consensus_state,6,3,3,gene_PMEL,6,0.17277491092681885,0.0,0.0,0.0,0.0,0.7774870991706848,0.16666666666666666
State_13,consensus_state,6,3,3,gene_MLANA,6,0.06249392032623291,0.0,0.0,0.0,0.0,0.2812226414680481,0.16666666666666666
State_13,consensus_state,6,3,3,gene_MITF,6,1.0536820888519287,1.1078426837921143,0.08442777395248413,0.5124456882476807,1.3411495089530945,2.1289283633232117,0.8333333333333334
State_13,consensus_state,6,3,3,gene_ACTA2,6,0.9903746445973715,0.356337308883667,0.0,0.08442777395248413,1.8738723993301392,2.735425591468811,0.6666666666666666
State_13,consensus_state,6,3,3,gene_ACTG2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_13,consensus_state,6,3,3,gene_MYH11,6,0.8090209364891052,0.7338569164276123,0.0,0.0,1.621472179889679,1.7034463584423065,0.5
State_13,consensus_state,6,3,3,gene_VEGFD,6,0.2801489233970642,0.13255450129508972,0.0,0.0,0.5782393366098404,0.7205303460359573,0.5
State_13,consensus_state,6,3,3,gene_CTSK,6,0.7735714316368103,0.9171209335327148,0.0,0.1706540286540985,1.1721833646297455,1.5158720910549164,0.6666666666666666
