cohort,cohort_type,n_cells,n_datasets,n_patients,feature,n,mean,median,q05,q25,q75,q95,detection_fraction_score_gt_0
State_19,consensus_state,2,2,2,contractile_marker_panel,2,0.3404177129268646,0.3404177129268646,0.034041771292686464,0.1702088564634323,0.5106265693902969,0.6467936545610428,0.5
State_19,consensus_state,2,2,2,VEGFD_CTSK_panel,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_19,consensus_state,2,2,2,ESR1_hormone_marker,2,1.5802425742149353,1.5802425742149353,1.4725718915462493,1.5204255282878876,1.640059620141983,1.6879132568836213,1.0
State_19,consensus_state,2,2,2,HOX_PBX_markers,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_19,consensus_state,2,2,2,CORE1,2,0.5285092294216156,0.5285092294216156,0.524417707324028,0.5262361615896225,0.5307822972536087,0.5326007515192032,1.0
State_19,consensus_state,2,2,2,CORE2,2,0.29313501715660095,0.29313501715660095,0.2812753885984421,0.28654633462429047,0.29972369968891144,0.3049946457147598,1.0
State_19,consensus_state,2,2,2,CORE3_identity,2,0.6136702299118042,0.6136702299118042,0.46625435948371885,0.5317725241184235,0.6955679357051849,0.7610861003398895,1.0
State_19,consensus_state,2,2,2,LAM_myogenic_contractile,2,0.6186222732067108,0.6186222732067108,0.5679256528615951,0.590457484126091,0.6467870622873306,0.6693188935518265,1.0
State_19,consensus_state,2,2,2,ECM_remodeling,2,0.9099441170692444,0.9099441170692444,0.8644638299942017,0.8846772909164429,0.9352109432220459,0.9554244041442871,1.0
State_19,consensus_state,2,2,2,mTOR_translation,2,0.3462158739566803,0.3462158739566803,0.2942205548286438,0.3173295855522156,0.375102162361145,0.3982111930847168,1.0
State_19,consensus_state,2,2,2,hormone_related,2,0.9518720209598541,0.9518720209598541,0.6032685607671737,0.7582034319639206,1.1455406099557877,1.3004754811525345,1.0
State_19,consensus_state,2,2,2,hypoxia_stress,2,0.216825470328331,0.216825470328331,0.15410081893205643,0.18197844177484512,0.25167249888181686,0.2795501217246055,1.0
State_19,consensus_state,2,2,2,protease_ECM_niche,2,0.2815462797880173,0.2815462797880173,0.18358011096715926,0.22712063044309616,0.3359719291329384,0.3795124486088753,1.0
State_19,consensus_state,2,2,2,HOX_PBX,2,0.35198360681533813,0.35198360681533813,0.2609525710344315,0.30141080915927887,0.4025564044713974,0.4430146425962448,1.0
State_19,consensus_state,2,2,2,normal_lung_interstitial,2,1.0838102102279663,1.0838102102279663,1.0117565274238587,1.0437803864479065,1.1238400340080261,1.155863893032074,1.0
State_19,consensus_state,2,2,2,LAMCORE_777,2,0.3846019059419632,0.3846019059419632,0.3351744398474693,0.35714220255613327,0.4120616093277931,0.4340293720364571,1.0
State_19,consensus_state,2,2,2,ciliated,2,0.0931817889213562,0.0931817889213562,0.00931817889213562,0.0465908944606781,0.1397726833820343,0.17704539895057678,0.5
State_19,consensus_state,2,2,2,AT2,2,1.4134783744812012,1.4134783744812012,0.6069514274597168,0.9654078483581543,1.861548900604248,2.2200053215026854,1.0
State_19,consensus_state,2,2,2,macrophage,2,0.11625523492693901,0.11625523492693901,0.09805582650005817,0.10614445246756077,0.12636601738631725,0.13445464335381985,1.0
State_19,consensus_state,2,2,2,endothelial,2,0.01565360091626644,0.01565360091626644,0.0015653600916266442,0.00782680045813322,0.023480401374399662,0.029741841740906237,0.5
State_19,consensus_state,2,2,2,fibroblast,2,1.2270983457565308,1.2270983457565308,1.1278834342956543,1.1719789505004883,1.2822177410125732,1.3263132572174072,1.0
State_19,consensus_state,2,2,2,mesothelial,2,0.2083667665719986,0.2083667665719986,0.020836676657199862,0.1041833832859993,0.3125501498579979,0.3958968564867973,0.5
State_19,consensus_state,2,2,2,pericyte_VSMC,2,0.51804019510746,0.51804019510746,0.41266002506017685,0.4594956561923027,0.5765847340226173,0.6234203651547432,1.0
State_19,consensus_state,2,2,2,gene_PMEL,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_19,consensus_state,2,2,2,gene_MLANA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_19,consensus_state,2,2,2,gene_MITF,2,1.6941959857940674,1.6941959857940674,1.6890833735466004,1.6913556456565857,1.697036325931549,1.6993085980415343,1.0
State_19,consensus_state,2,2,2,gene_ACTA2,2,1.0212531089782715,1.0212531089782715,0.10212531089782716,0.5106265544891357,1.5318796634674072,1.9403809070587157,0.5
State_19,consensus_state,2,2,2,gene_ACTG2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_19,consensus_state,2,2,2,gene_MYH11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_19,consensus_state,2,2,2,gene_VEGFD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_19,consensus_state,2,2,2,gene_CTSK,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_19,consensus_state,2,2,2,gene_EMX2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_19,consensus_state,2,2,2,gene_HOXA11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_19,consensus_state,2,2,2,gene_ESR1,2,1.5802425742149353,1.5802425742149353,1.4725718915462493,1.5204255282878876,1.640059620141983,1.6879132568836213,1.0
State_2,consensus_state,1,1,1,melanocytic_identity,1,0.07834599167108536,0.07834599167108536,0.07834599167108536,0.07834599167108536,0.07834599167108536,0.07834599167108536,1.0
State_2,consensus_state,1,1,1,contractile_marker_panel,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_2,consensus_state,1,1,1,VEGFD_CTSK_panel,1,0.11751899123191833,0.11751899123191833,0.11751899123191833,0.11751899123191833,0.11751899123191833,0.11751899123191833,1.0
State_2,consensus_state,1,1,1,ESR1_hormone_marker,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_2,consensus_state,1,1,1,HOX_PBX_markers,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_2,consensus_state,1,1,1,CORE1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_2,consensus_state,1,1,1,CORE2,1,0.05875949561595917,0.05875949561595917,0.05875949561595917,0.05875949561595917,0.05875949561595917,0.05875949561595917,1.0
State_2,consensus_state,1,1,1,CORE3_identity,1,0.06715370714664459,0.06715370714664459,0.06715370714664459,0.06715370714664459,0.06715370714664459,0.06715370714664459,1.0
State_2,consensus_state,1,1,1,LAM_myogenic_contractile,1,0.029379747807979584,0.029379747807979584,0.029379747807979584,0.029379747807979584,0.029379747807979584,0.029379747807979584,1.0
State_2,consensus_state,1,1,1,ECM_remodeling,1,0.10683544725179672,0.10683544725179672,0.10683544725179672,0.10683544725179672,0.10683544725179672,0.10683544725179672,1.0
State_2,consensus_state,1,1,1,mTOR_translation,1,2.204498529434204,2.204498529434204,2.204498529434204,2.204498529434204,2.204498529434204,2.204498529434204,1.0
State_2,consensus_state,1,1,1,hormone_related,1,0.08356183767318726,0.08356183767318726,0.08356183767318726,0.08356183767318726,0.08356183767318726,0.08356183767318726,1.0
State_2,consensus_state,1,1,1,hypoxia_stress,1,0.5621006488800049,0.5621006488800049,0.5621006488800049,0.5621006488800049,0.5621006488800049,0.5621006488800049,1.0
State_2,consensus_state,1,1,1,protease_ECM_niche,1,0.20618613064289093,0.20618613064289093,0.20618613064289093,0.20618613064289093,0.20618613064289093,0.20618613064289093,1.0
State_2,consensus_state,1,1,1,HOX_PBX,1,0.10249635577201843,0.10249635577201843,0.10249635577201843,0.10249635577201843,0.10249635577201843,0.10249635577201843,1.0
State_2,consensus_state,1,1,1,normal_lung_interstitial,1,0.08813924342393875,0.08813924342393875,0.08813924342393875,0.08813924342393875,0.08813924342393875,0.08813924342393875,1.0
State_2,consensus_state,1,1,1,LAMCORE_777,1,0.09953740984201431,0.09953740984201431,0.09953740984201431,0.09953740984201431,0.09953740984201431,0.09953740984201431,1.0
State_2,consensus_state,1,1,1,ciliated,1,0.3217010200023651,0.3217010200023651,0.3217010200023651,0.3217010200023651,0.3217010200023651,0.3217010200023651,1.0
State_2,consensus_state,1,1,1,AT2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_2,consensus_state,1,1,1,macrophage,1,0.03865556791424751,0.03865556791424751,0.03865556791424751,0.03865556791424751,0.03865556791424751,0.03865556791424751,1.0
State_2,consensus_state,1,1,1,endothelial,1,0.05849328637123108,0.05849328637123108,0.05849328637123108,0.05849328637123108,0.05849328637123108,0.05849328637123108,1.0
State_2,consensus_state,1,1,1,fibroblast,1,0.06410127133131027,0.06410127133131027,0.06410127133131027,0.06410127133131027,0.06410127133131027,0.06410127133131027,1.0
State_2,consensus_state,1,1,1,mesothelial,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_2,consensus_state,1,1,1,pericyte_VSMC,1,0.01958649791777134,0.01958649791777134,0.01958649791777134,0.01958649791777134,0.01958649791777134,0.01958649791777134,1.0
State_2,consensus_state,1,1,1,gene_PMEL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_2,consensus_state,1,1,1,gene_MLANA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_2,consensus_state,1,1,1,gene_MITF,1,0.23503798246383667,0.23503798246383667,0.23503798246383667,0.23503798246383667,0.23503798246383667,0.23503798246383667,1.0
State_2,consensus_state,1,1,1,gene_ACTA2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_2,consensus_state,1,1,1,gene_ACTG2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_2,consensus_state,1,1,1,gene_MYH11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_2,consensus_state,1,1,1,gene_VEGFD,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_2,consensus_state,1,1,1,gene_CTSK,1,0.23503798246383667,0.23503798246383667,0.23503798246383667,0.23503798246383667,0.23503798246383667,0.23503798246383667,1.0
State_2,consensus_state,1,1,1,gene_EMX2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_2,consensus_state,1,1,1,gene_HOXA11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_2,consensus_state,1,1,1,gene_ESR1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_20,consensus_state,756,4,10,melanocytic_identity,756,0.23036121437572454,0.19517380744218826,0.0,0.0,0.4225493296980858,0.7133098691701889,0.5264550264550265
State_20,consensus_state,756,4,10,contractile_marker_panel,756,0.32296519361377235,0.2755439281463623,0.0,0.0,0.4894210547208786,0.9734200239181519,0.5727513227513228
State_20,consensus_state,756,4,10,VEGFD_CTSK_panel,756,0.7270116220824617,0.7211294770240784,0.0,0.41450999677181244,1.022642195224762,1.5463034808635712,0.8201058201058201
State_20,consensus_state,756,4,10,ESR1_hormone_marker,756,0.5263023538879616,0.0,0.0,0.0,1.0946614146232605,2.201622486114502,0.36243386243386244
State_20,consensus_state,756,4,10,HOX_PBX_markers,756,0.0008214125557551308,0.0,0.0,0.0,0.0,0.0,0.0013227513227513227
State_20,consensus_state,756,4,10,CORE1,756,0.49976191238041906,0.43007858097553253,0.0,0.24539195746183395,0.6716969460248947,1.2018660306930542,0.921957671957672
State_20,consensus_state,756,4,10,CORE2,756,0.3937255233309414,0.3829740136861801,0.12608972936868668,0.24577271193265915,0.5222590267658234,0.7191131561994553,0.9920634920634921
State_20,consensus_state,756,4,10,CORE3_identity,756,0.5056389467741447,0.48267775774002075,0.2471132017672062,0.37819138914346695,0.6069537103176117,0.8373175412416458,1.0
State_20,consensus_state,756,4,10,LAM_myogenic_contractile,756,0.7806239092633838,0.6960449814796448,0.2073458395898342,0.44397011399269104,1.0339643061161041,1.5840122699737549,0.9867724867724867
State_20,consensus_state,756,4,10,ECM_remodeling,756,1.3574227058382893,1.354983627796173,0.5828506648540497,1.0214557647705078,1.6694548726081848,2.2242122292518616,0.9986772486772487
State_20,consensus_state,756,4,10,mTOR_translation,756,1.4123237330821299,1.6807677149772644,0.2069287933409214,0.8400897085666656,1.90327650308609,2.1517526507377625,0.9841269841269841
State_20,consensus_state,756,4,10,hormone_related,756,0.2803212766087166,0.19557152688503265,0.0,0.0,0.4123784825205803,0.8770049661397934,0.7275132275132276
State_20,consensus_state,756,4,10,hypoxia_stress,756,0.49070298236119686,0.432586133480072,0.0,0.23363163694739342,0.7078877389431,1.089967966079712,0.9298941798941799
State_20,consensus_state,756,4,10,protease_ECM_niche,756,0.6288436416477438,0.6718044281005859,0.11337738297879696,0.4396069794893265,0.8367979526519775,1.0511383414268494,0.9642857142857143
State_20,consensus_state,756,4,10,HOX_PBX,756,0.2342296251879325,0.16725455224514008,0.0,0.0,0.3530830293893814,0.7091386318206787,0.7235449735449735
State_20,consensus_state,756,4,10,normal_lung_interstitial,756,1.9500219736189124,2.052764654159546,0.6003927290439606,1.465021163225174,2.4464860558509827,3.0133965015411377,0.9973544973544973
State_20,consensus_state,756,4,10,LAMCORE_777,756,0.3429081894299656,0.3448530584573746,0.22443308681249619,0.29833580553531647,0.391741544008255,0.4491877779364586,1.0
State_20,consensus_state,756,4,10,ciliated,756,0.030423773494524457,0.0,0.0,0.0,0.044314720667898655,0.14090697467327118,0.2962962962962963
State_20,consensus_state,756,4,10,AT2,756,0.34202408055385586,0.14160171896219254,0.0,0.0,0.5262948870658875,1.1283755004405975,0.5251322751322751
State_20,consensus_state,756,4,10,macrophage,756,0.16705605208321853,0.07953930646181107,0.0,0.0,0.2231997810304165,0.5883869230747223,0.5568783068783069
State_20,consensus_state,756,4,10,endothelial,756,0.09941394605166304,0.07828570157289505,0.0,0.0,0.1499447487294674,0.2872193679213524,0.5714285714285714
State_20,consensus_state,756,4,10,fibroblast,756,1.9069220849248782,1.9816523790359497,0.8403379321098328,1.533080816268921,2.3218753933906555,2.8043007254600525,1.0
State_20,consensus_state,756,4,10,mesothelial,756,0.04093907049625481,0.0,0.0,0.0,0.0,0.2237047255039215,0.22883597883597884
State_20,consensus_state,756,4,10,pericyte_VSMC,756,0.574992262792808,0.526625245809555,0.15485255047678947,0.3560161888599396,0.7385768890380859,1.1311452388763428,0.9880952380952381
State_20,consensus_state,756,4,10,gene_PMEL,756,0.006829654571240541,0.0,0.0,0.0,0.0,0.0,0.007936507936507936
State_20,consensus_state,756,4,10,gene_MLANA,756,0.0060142844757705765,0.0,0.0,0.0,0.0,0.0,0.006613756613756613
State_20,consensus_state,756,4,10,gene_MITF,756,0.6782397041048007,0.5571820735931396,0.0,0.0,1.2468819916248322,2.105569064617157,0.5211640211640212
State_20,consensus_state,756,4,10,gene_ACTA2,756,0.8680633848345785,0.7661617696285248,0.0,0.0,1.3978195786476135,2.7672125697135925,0.548941798941799
State_20,consensus_state,756,4,10,gene_ACTG2,756,0.022514436019476128,0.0,0.0,0.0,0.0,0.0,0.011904761904761904
State_20,consensus_state,756,4,10,gene_MYH11,756,0.07831776008088753,0.0,0.0,0.0,0.0,0.5298015624284744,0.05952380952380952
State_20,consensus_state,756,4,10,gene_VEGFD,756,0.34227542098237096,0.0,0.0,0.0,0.0,1.8851424157619476,0.24735449735449735
State_20,consensus_state,756,4,10,gene_CTSK,756,1.1117478225123945,1.2113310098648071,0.0,0.0,1.8004591464996338,2.5949445962905884,0.6944444444444444
State_20,consensus_state,756,4,10,gene_EMX2,756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_20,consensus_state,756,4,10,gene_HOXA11,756,0.0016428251115102616,0.0,0.0,0.0,0.0,0.0,0.0013227513227513227
State_20,consensus_state,756,4,10,gene_ESR1,756,0.5263023538879616,0.0,0.0,0.0,1.0946614146232605,2.201622486114502,0.36243386243386244
State_3,consensus_state,4,2,2,melanocytic_identity,4,0.35176802799105644,0.2695672735571861,0.03514694944024087,0.1757347472012043,0.44560055434703827,0.7834701627492903,0.75
State_3,consensus_state,4,2,2,contractile_marker_panel,4,0.24999598786234856,0.2695672735571861,0.12624941691756247,0.20252959057688713,0.31703367084264755,0.346342758834362,1.0
State_3,consensus_state,4,2,2,VEGFD_CTSK_panel,4,0.19551780819892883,0.0,0.0,0.0,0.19551780819892883,0.6647605478763577,0.25
State_3,consensus_state,4,2,2,ESR1_hormone_marker,4,1.0724174082279205,1.293706238269806,0.17796991467475895,0.8898495733737946,1.4762740731239319,1.6570605397224425,0.75
State_3,consensus_state,4,2,2,HOX_PBX_markers,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_3,consensus_state,4,2,2,CORE1,4,0.16095060110092163,0.11024681851267815,0.08150695636868477,0.08599666133522987,0.1852007582783699,0.3113795414566993,1.0
State_3,consensus_state,4,2,2,CORE2,4,0.3256615661084652,0.3070644401013851,0.09183347821235657,0.10769790410995483,0.5250281020998955,0.5855256304144859,1.0
State_3,consensus_state,4,2,2,CORE3_identity,4,0.4303751066327095,0.4397384971380234,0.3117250606417656,0.3564051017165184,0.5137085020542145,0.5359164059162139,1.0
State_3,consensus_state,4,2,2,LAM_myogenic_contractile,4,0.20753595791757107,0.15418050438165665,0.08822079040110112,0.11956583149731159,0.24215063080191612,0.40154876038432114,1.0
State_3,consensus_state,4,2,2,ECM_remodeling,4,0.45893898233771324,0.3181307166814804,0.25590493753552435,0.2819269336760044,0.49514276534318924,0.8591045990586279,1.0
State_3,consensus_state,4,2,2,mTOR_translation,4,0.8941812962293625,0.6889491975307465,0.5165925592184066,0.63382987678051,0.949300616979599,1.5590949714183804,1.0
State_3,consensus_state,4,2,2,hormone_related,4,0.20127445459365845,0.2522713840007782,0.036476938426494604,0.182384692132473,0.27116114646196365,0.29467626959085463,0.75
State_3,consensus_state,4,2,2,hypoxia_stress,4,0.4634481817483902,0.3063242584466934,0.2397970974445343,0.2552383244037628,0.5145341157913208,0.9070727586746213,1.0
State_3,consensus_state,4,2,2,protease_ECM_niche,4,0.6225822735577822,0.49574558436870575,0.11494053043425084,0.3190884608775377,0.7992393970489502,1.3077953815460202,1.0
State_3,consensus_state,4,2,2,HOX_PBX,4,0.13375099562108517,0.1531939096748829,0.012057679519057276,0.06028839759528637,0.2266565077006817,0.22822423204779624,0.75
State_3,consensus_state,4,2,2,normal_lung_interstitial,4,0.2718285620212555,0.28024571388959885,0.18334275782108306,0.21530045568943024,0.3367738202214241,0.3485303536057472,1.0
State_3,consensus_state,4,2,2,LAMCORE_777,4,0.17833963967859745,0.19984933733940125,0.07133914940059186,0.14925033412873745,0.22893864288926125,0.25522655323147775,1.0
State_3,consensus_state,4,2,2,ciliated,4,0.03231569519266486,0.0341492360457778,0.003215381037443877,0.01607690518721938,0.05038802605122328,0.05884905215352773,0.75
State_3,consensus_state,4,2,2,AT2,4,0.9058181643486023,0.9160313010215759,0.1194909989833832,0.5974549949169159,1.2243944704532623,1.677846938371658,0.75
State_3,consensus_state,4,2,2,macrophage,4,1.0464234985411167,0.9147237837314606,0.2070043034851551,0.5237931348383427,1.4373541474342346,2.0702222943305966,1.0
State_3,consensus_state,4,2,2,endothelial,4,0.38184923864901066,0.28955304622650146,0.12794873602688311,0.21533962525427341,0.4560626596212387,0.7649644106626509,1.0
State_3,consensus_state,4,2,2,fibroblast,4,0.19769350066781044,0.2038150578737259,0.13334018513560295,0.15658214315772057,0.24492641538381577,0.2534766361117363,1.0
State_3,consensus_state,4,2,2,mesothelial,4,0.011483504436910152,0.0,0.0,0.0,0.011483504436910152,0.0390439150854945,0.25
State_3,consensus_state,4,2,2,pericyte_VSMC,4,0.13835730776190758,0.10278700292110443,0.058813859894871715,0.07971055246889591,0.1614337582141161,0.26769918240606777,1.0
State_3,consensus_state,4,2,2,gene_PMEL,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_3,consensus_state,4,2,2,gene_MLANA,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_3,consensus_state,4,2,2,gene_MITF,4,1.055304080247879,0.8087018132209778,0.10544084608554842,0.527204230427742,1.3368016630411148,2.3504104882478707,0.75
State_3,consensus_state,4,2,2,gene_ACTA2,4,0.4938686937093735,0.4572323262691498,0.0,0.0,0.9511010199785233,1.0390283018350601,0.5
State_3,consensus_state,4,2,2,gene_ACTG2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_3,consensus_state,4,2,2,gene_MYH11,4,0.2561192736029625,0.16076906025409698,0.0,0.0,0.4168883338570595,0.6457288458943365,0.5
State_3,consensus_state,4,2,2,gene_VEGFD,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_3,consensus_state,4,2,2,gene_CTSK,4,0.39103561639785767,0.0,0.0,0.0,0.39103561639785767,1.3295210957527155,0.25
State_3,consensus_state,4,2,2,gene_EMX2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_3,consensus_state,4,2,2,gene_HOXA11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State_3,consensus_state,4,2,2,gene_ESR1,4,1.0724174082279205,1.293706238269806,0.17796991467475895,0.8898495733737946,1.4762740731239319,1.6570605397224425,0.75
State_4,consensus_state,550,4,10,melanocytic_identity,550,0.634948904202743,0.6946324110031128,0.0,0.35496124625205994,0.8974164575338364,1.1809037148952484,0.8909090909090909
State_4,consensus_state,550,4,10,contractile_marker_panel,550,0.1100092276930809,0.0,0.0,0.0,0.1691155843436718,0.5387226551771163,0.2963636363636364
State_4,consensus_state,550,4,10,VEGFD_CTSK_panel,550,0.25147952541708946,0.0,0.0,0.0,0.4780532717704773,0.9758296787738795,0.41818181818181815
State_4,consensus_state,550,4,10,ESR1_hormone_marker,550,0.756695210500197,0.699114203453064,0.0,0.0,1.3672159910202026,2.123689913749694,0.5672727272727273
State_4,consensus_state,550,4,10,HOX_PBX_markers,550,0.0010944878513162786,0.0,0.0,0.0,0.0,0.0,0.0036363636363636364
State_4,consensus_state,550,4,10,CORE1,550,0.09279130500148643,0.04833502136170864,0.0,0.0,0.1332661397755146,0.30824536830186827,0.5181818181818182
State_4,consensus_state,550,4,10,CORE2,550,0.4343032696538351,0.4268355965614319,0.06869623214006425,0.23957405984401703,0.6144088208675385,0.8310385584831237,0.98
State_4,consensus_state,550,4,10,CORE3_identity,550,0.49178629592399703,0.4962998926639557,0.15353840067982674,0.3523227721452713,0.6183994114398956,0.8101911306381225,1.0
State_4,consensus_state,550,4,10,LAM_myogenic_contractile,550,0.10382007803090594,0.0616146307438612,0.0,0.0,0.1388559304177761,0.3332563191652296,0.54
State_4,consensus_state,550,4,10,ECM_remodeling,550,0.20303964566778052,0.16190706938505173,0.0,0.06940118782222271,0.30792301148176193,0.5570694059133529,0.8036363636363636
State_4,consensus_state,550,4,10,mTOR_translation,550,0.6917423880506646,0.43793606758117676,0.1213842622935772,0.28374967724084854,0.8321743160486221,1.9409674823284147,0.9727272727272728
State_4,consensus_state,550,4,10,hormone_related,550,0.21240404145622796,0.20555897802114487,0.0,0.0,0.32659079134464264,0.5073918849229813,0.7472727272727273
State_4,consensus_state,550,4,10,hypoxia_stress,550,0.2632116585224867,0.23583804816007614,0.0,0.12876849249005318,0.36186540126800537,0.6455763816833496,0.8763636363636363
State_4,consensus_state,550,4,10,protease_ECM_niche,550,0.4698073126646605,0.43644025921821594,0.1093074016273022,0.29946116358041763,0.5852122008800507,0.9806937783956525,0.9745454545454545
State_4,consensus_state,550,4,10,HOX_PBX,550,0.01469805486838926,0.0,0.0,0.0,0.0,0.10950203090906131,0.09454545454545454
State_4,consensus_state,550,4,10,normal_lung_interstitial,550,0.07131240249696102,0.0,0.0,0.0,0.12404991500079632,0.28190442025661455,0.4254545454545455
State_4,consensus_state,550,4,10,LAMCORE_777,550,0.1429006768339737,0.1487976536154747,0.05112269762903453,0.1116023138165474,0.1806083433330059,0.21517336368560788,1.0
State_4,consensus_state,550,4,10,ciliated,550,0.03377744447439909,0.0,0.0,0.0,0.0600618040189147,0.14201169982552528,0.3781818181818182
State_4,consensus_state,550,4,10,AT2,550,0.5007867117971182,0.4134408086538315,0.0,0.1936233714222908,0.7033282518386841,1.3199945151805874,0.8236363636363636
State_4,consensus_state,550,4,10,macrophage,550,0.6069819251786579,0.369403600692749,0.04187129382044082,0.20739861577749252,0.705990344285965,2.0782085657119747,0.9509090909090909
State_4,consensus_state,550,4,10,endothelial,550,0.1289508516612378,0.11877191066741943,0.0,0.0,0.18865491077303886,0.3150868862867355,0.7290909090909091
State_4,consensus_state,550,4,10,fibroblast,550,0.06573776787993584,0.0,0.0,0.0,0.11509665288031101,0.21975395530462263,0.49272727272727274
State_4,consensus_state,550,4,10,mesothelial,550,0.007826131114905531,0.0,0.0,0.0,0.0,0.0,0.04727272727272727
State_4,consensus_state,550,4,10,pericyte_VSMC,550,0.07212550242516128,0.04280087910592556,0.0,0.0,0.09850631281733513,0.23112357482314091,0.5545454545454546
State_4,consensus_state,550,4,10,gene_PMEL,550,0.04891660132191398,0.0,0.0,0.0,0.0,0.1684784322976927,0.05090909090909091
State_4,consensus_state,550,4,10,gene_MLANA,550,0.029998974149877376,0.0,0.0,0.0,0.0,0.0,0.03090909090909091
State_4,consensus_state,550,4,10,gene_MITF,550,1.8259311371499842,2.0302505493164062,0.0,0.9644624143838882,2.6552916169166565,3.2980306625366205,0.8690909090909091
State_4,consensus_state,550,4,10,gene_ACTA2,550,0.2780030997503887,0.0,0.0,0.0,0.4101627618074417,1.5700936794281002,0.27090909090909093
State_4,consensus_state,550,4,10,gene_ACTG2,550,0.0074625927209854125,0.0,0.0,0.0,0.0,0.0,0.012727272727272728
State_4,consensus_state,550,4,10,gene_MYH11,550,0.044561989497054706,0.0,0.0,0.0,0.0,0.0,0.04909090909090909
State_4,consensus_state,550,4,10,gene_VEGFD,550,0.07924466853792017,0.0,0.0,0.0,0.0,0.7797731757163996,0.08181818181818182
State_4,consensus_state,550,4,10,gene_CTSK,550,0.42371438229625874,0.0,0.0,0.0,0.7599868029356003,1.855395048856735,0.3509090909090909
State_4,consensus_state,550,4,10,gene_EMX2,550,0.0011321593414653432,0.0,0.0,0.0,0.0,0.0,0.0018181818181818182
State_4,consensus_state,550,4,10,gene_HOXA11,550,0.0010568163611672141,0.0,0.0,0.0,0.0,0.0,0.0018181818181818182
State_4,consensus_state,550,4,10,gene_ESR1,550,0.756695210500197,0.699114203453064,0.0,0.0,1.3672159910202026,2.123689913749694,0.5672727272727273
State_5,consensus_state,864,4,10,melanocytic_identity,864,0.23175943635093668,0.2155013382434845,0.0,0.13456934690475464,0.30751287937164307,0.5188126236200331,0.8506944444444444
State_5,consensus_state,864,4,10,contractile_marker_panel,864,0.1309710118264236,0.11960888653993607,0.0,0.0,0.19960137084126472,0.35843157470226283,0.6122685185185185
State_5,consensus_state,864,4,10,VEGFD_CTSK_panel,864,0.17969636273294412,0.0,0.0,0.0,0.27238304913043976,0.6549804270267484,0.4710648148148148
State_5,consensus_state,864,4,10,ESR1_hormone_marker,864,0.1637320501419405,0.0,0.0,0.0,0.2729043737053871,0.8153918147087085,0.27199074074074076
State_5,consensus_state,864,4,10,HOX_PBX_markers,864,0.0010802932428541007,0.0,0.0,0.0,0.0,0.0,0.003472222222222222
State_5,consensus_state,864,4,10,CORE1,864,0.0858396227208518,0.0697031132876873,0.0,0.03321346826851368,0.10793574526906013,0.1924019932746886,0.7731481481481481
State_5,consensus_state,864,4,10,CORE2,864,0.3238428102771717,0.3068745583295822,0.1439696356654167,0.2438693307340145,0.3822535574436188,0.5361654400825498,0.9976851851851852
State_5,consensus_state,864,4,10,CORE3_identity,864,0.2275359634378994,0.20334502309560776,0.09739626310765744,0.1511526070535183,0.26770345866680145,0.4536637544631948,1.0
State_5,consensus_state,864,4,10,LAM_myogenic_contractile,864,0.10175389592768624,0.07905643433332443,0.0,0.0437218826264143,0.11781029403209686,0.2298653267323969,0.8090277777777778
State_5,consensus_state,864,4,10,ECM_remodeling,864,0.31732946839744086,0.30283820629119873,0.09536892063915729,0.20869233459234238,0.40081601589918137,0.5842680901288985,0.9826388888888888
