patient_id,feature,state15_cells,rest_of_candidate_cells,state15_mean,rest_mean,delta_mean,state15_median,rest_median,delta_median,mannwhitney_u,mannwhitney_pvalue,delta_mean_direction
LAM1164,endothelial,1,744,0.16587240993976593,0.1237335616362191,0.04213884830354683,0.16587240993976593,0.12237362563610077,0.04349878430366516,495.0,0.5640247647043518,positive
LAM1164,fibroblast,1,744,1.6922112703323364,0.9284623286296283,0.7637489417027081,1.6922112703323364,0.27594850957393646,1.4162627607584,505.0,0.5377926576143699,positive
LAM1164,mesothelial,1,744,0.10346207767724991,0.10176579502000603,0.0016962826572438777,0.10346207767724991,0.0,0.10346207767724991,616.0,0.09948494813753446,positive
LAM1164,pericyte_VSMC,1,744,1.338987112045288,0.3615961446882456,0.9773909673570425,1.338987112045288,0.13226190954446793,1.2067252025008202,723.0,0.10259823265653487,positive
LAM3,LAMCORE_777,26,1652,0.40876573152267015,0.24563996602959262,0.16312576549307753,0.4247192144393921,0.2299794852733612,0.19473972916603088,38146.0,1.0476433183271295e-11,positive
LAM3,CORE1,26,1652,0.9813924981997564,0.2654121051115135,0.7159803930882429,0.8710224330425262,0.10623091086745262,0.7647915221750736,37655.0,2.5671257306547418e-11,positive
LAM3,CORE2,26,1652,1.1635371503921657,0.3080856781046991,0.8554514722874665,1.2389395833015442,0.2505301237106323,0.9884094595909119,41841.0,9.806580874817372e-17,positive
LAM3,CORE3_identity,26,1652,1.377154847750297,0.4703687543441828,0.9067860934061143,1.4093799591064453,0.36176976561546326,1.047610193490982,40516.0,8.064162296907029e-15,positive
LAM3,gene_PMEL,26,1652,2.308587120129512,0.10113814619728352,2.2074489739322285,2.4359846115112305,0.0,2.4359846115112305,39101.0,6.491404913864449e-40,positive
LAM3,gene_MLANA,26,1652,0.2850058743586907,0.04779734442655457,0.23720852993213612,0.0,0.0,0.0,24333.0,0.008311019787854607,positive
LAM3,gene_MITF,26,1652,0.46254440454336315,1.142903527204335,-0.680359122660972,0.0,0.986911803483963,-0.986911803483963,12081.0,0.00011680729412690655,negative_or_equal
LAM3,gene_ACTA2,26,1652,1.8455766897935133,0.5582504524549438,1.2873262373385694,1.9166523814201355,0.0,1.9166523814201355,31374.0,3.168319830220479e-06,positive
LAM3,gene_ACTG2,26,1652,0.06301160729848422,0.07389979779756387,-0.010888190499079645,0.0,0.0,0.0,22085.0,0.5039206377144385,negative_or_equal
LAM3,gene_MYH11,26,1652,1.2590156885293813,0.29283690688901604,0.9661787816403653,1.5720884799957275,0.0,1.5720884799957275,32068.0,5.475541817181376e-09,positive
LAM3,gene_VEGFD,26,1652,0.5688143120362208,0.12647817168862854,0.4423361403475923,0.0,0.0,0.0,27311.0,0.00010650260186651189,positive
LAM3,gene_CTSK,26,1652,3.299189430016738,0.4568847378503901,2.8423046921663477,3.449615240097046,0.0,3.449615240097046,41078.5,2.9662202947002425e-19,positive
LAM3,gene_ESR1,26,1652,0.8703660850341504,0.8591289057443707,0.01123717928977963,0.9085870385169983,0.696344643831253,0.21224239468574524,23524.0,0.3954726167828484,positive
LAM3,HOX_PBX_markers,26,1652,0.550605982542038,0.018394481841718314,0.5322115007003196,0.5308888703584671,0.0,0.5308888703584671,35015.0,1.3556130157182424e-59,positive
LAM3,HOX_PBX,26,1652,0.38744565615287196,0.33785437955577424,0.04959127659709772,0.37840478122234344,0.3307342231273651,0.04767055809497833,24551.5,0.20753151545904203,positive
LAM3,LAM_myogenic_contractile,26,1652,1.4636503503872798,0.3363442909114568,1.1273060594758229,1.294945478439331,0.11763782426714897,1.177307654172182,39521.0,1.1793039270884023e-13,positive
LAM3,ECM_remodeling,26,1652,1.3966491119219706,0.2771718707927852,1.1194772411291853,1.3426595330238342,0.17819073796272278,1.1644687950611115,41899.0,6.946820165821102e-17,positive
LAM3,mTOR_translation,26,1652,1.7344100291912372,0.6521445687377676,1.0822654604534696,1.8265628814697266,0.5469070374965668,1.2796558439731598,40406.0,1.1477707978646155e-14,positive
LAM3,hormone_related,26,1652,0.16373486215105423,0.47605030724133834,-0.3123154450902841,0.147262841463089,0.4899608790874481,-0.34269803762435913,6852.0,2.3965376759955683e-09,negative_or_equal
LAM3,protease_ECM_niche,26,1652,0.9856240634734814,0.3035205673261773,0.682103496147304,1.0204073190689087,0.2312108427286148,0.7891964763402939,41690.0,1.6288637884975667e-16,positive
LAM3,ciliated,26,1652,0.015047694341494488,0.4949346531287386,-0.4798869587872441,0.0,0.08108803629875183,-0.08108803629875183,8374.5,6.743896698821675e-08,negative_or_equal
