dataset,assay,gene,gene_in_matrix,n_positive_observations,low_expression_upper_bound,high_expression_lower_bound,expression_interval_stable,interval_basis
GSE135851,scRNA,ERAP2,True,2051,0.5924298821627758,1.3892233724545413,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,ESR1,True,298,0.44936692342225093,0.9433996801584938,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,FCER1G,True,14644,2.081990509722255,3.108763439136092,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,FCGR3A,True,9524,1.1656201613881607,2.0392527874917272,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,FIGF,True,88,0.8877871282340613,2.077531562115987,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,GNLY,True,3569,0.7509768104447833,3.8496583649096934,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,GPNMB,True,7949,1.1179116101496338,1.980104012198374,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,GZMB,True,2436,1.2202388242870734,3.3109478744194742,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,HAVCR2,True,4597,0.618907369249803,1.274057019303135,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,HLA-A,True,20204,2.18553899001735,3.34934340352822,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,HLA-B,True,20849,2.6411135482113344,3.8716580642278515,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,HLA-C,True,19747,2.014775740279207,3.2853251300401656,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,HLA-E,True,17647,1.349799748048969,2.5341087665897852,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,HMGA2,True,21,0.23974835529845948,0.593315210153442,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,HOXA11,True,15,,,False,nonzero normalized expression within dataset x assay
GSE135851,scRNA,HOXD11,True,18,,,False,nonzero normalized expression within dataset x assay
GSE135851,scRNA,IFIT1,True,1804,0.5364862111301681,1.2926103834365479,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,IFIT2,True,2088,0.5389371652254022,1.21535697131577,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,IFIT3,True,3950,0.6106012798557341,1.3271994880086089,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,IFITM1,True,3741,1.0157717458978048,2.7097318158482624,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,IFITM2,True,14002,1.15366399767376,2.5494897437933433,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,IFITM3,True,17120,1.4712279352149231,2.8844926701743923,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,IFNG,True,102,1.2972144044718998,1.7941599010153295,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,IL1B,True,1874,0.563398965196674,1.3186740480556427,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,IL6,True,641,0.5749609631627186,1.617972242241528,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,IRF1,True,6111,0.6829554089783412,1.6976867503854693,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,ISG15,True,8148,0.8915580088051545,1.868751828646083,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,KLF4,True,4863,0.6345073745412604,1.4130840485450529,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,KLRC1,True,418,1.6003825698261003,2.4792576471798884,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,KLRD1,True,1920,1.561313424995594,2.5732976154214215,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,LAG3,True,309,0.6425842182213797,1.711489875563755,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,LGALS9,True,8718,0.989518355912047,1.6358733263380052,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,LGR5,True,68,1.357913790702738,2.0049492001133076,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,LST1,True,10599,1.3401305851009822,2.343361888752739,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,MDK,True,2217,0.5480792153070063,1.2469895368169903,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,MICA,True,1329,0.47919828741838466,0.9945759006983126,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,MICB,True,534,0.49041363482926104,1.0145234946703496,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,MITF,True,3457,0.542230539988232,1.0259373510664678,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,MLANA,True,10,,,False,nonzero normalized expression within dataset x assay
GSE135851,scRNA,NANOG,True,38,0.46538148307862304,0.8964374304813286,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,NES,True,718,1.2161090647215418,2.1324651431119155,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,NFKBIA,True,13484,1.037237004637376,2.1476735899350126,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,NKG7,True,4457,0.8457010536606844,3.9245006658970656,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,NLRC5,True,1035,0.662155430487358,1.582165703659291,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,PDCD1,True,93,1.2558070018592065,2.0145997473557884,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,PDCD1LG2,True,534,0.46471370733715284,0.8882328908589754,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,PMEL,True,169,0.5802084789666297,2.2343366125551793,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,PRF1,True,2030,1.5696182592034242,2.7793234078536884,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,PROM1,True,234,0.5433555775996263,1.3255847826331866,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,PSMB8,True,10033,0.8054144824310264,1.5962364005755645,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,PSMB9,True,9943,0.8383327377176196,1.8824581773698885,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,PVR,True,1210,0.5085230191662948,1.0509849680838157,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,SOX2,True,338,0.6528499179586067,1.1951453150458597,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,STAT1,True,6334,0.6569911172612115,1.4023311859010323,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,TAP1,True,4192,0.6209607281856535,1.5748361592567457,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,TAP2,True,8,,,False,nonzero normalized expression within dataset x assay
GSE135851,scRNA,TAPBP,True,10456,0.8117470844356269,1.5365739244449559,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,TIGIT,True,425,1.3727976786758238,1.9965146011820945,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,TNFAIP3,True,2787,0.6082265818188837,1.4544007731976234,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,TOX,True,1095,0.6382981266666459,1.223549701192265,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,TRBC1,True,0,,,False,nonzero normalized expression within dataset x assay
GSE135851,scRNA,TRBC2,True,0,,,False,nonzero normalized expression within dataset x assay
GSE135851,scRNA,TREM2,True,5222,0.8165438180878382,1.616723249503186,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,TYROBP,True,16498,2.089348247047271,3.767203732322258,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,TYRP1,True,13,,,False,nonzero normalized expression within dataset x assay
GSE135851,scRNA,ULBP1,True,46,1.198696657462017,1.869827276311287,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,ULBP2,True,281,0.4852915678742579,1.6266168455583059,True,nonzero normalized expression within dataset x assay
GSE135851,scRNA,ULBP3,True,3,,,False,nonzero normalized expression within dataset x assay
GSE135851,scRNA,CXCL8,False,0,,,False,not_assayed
GSE135851,scRNA,NECTIN2,False,0,,,False,not_assayed
GSE135851,scRNA,ULBP4,False,0,,,False,not_assayed
GSE135851,scRNA,ULBP5,False,0,,,False,not_assayed
GSE135851,scRNA,ULBP6,False,0,,,False,not_assayed
GSE135851,scRNA,VEGFD,False,0,,,False,not_assayed
GSE135851,snRNA,ACTA2,True,1284,0.4201634881695545,0.8198076111848691,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,AIF1,True,5263,1.9800424334279003,2.6985447180293334,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,APOE,True,5811,1.6722858386439396,3.4868238994620584,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,B2M,True,8206,4.471208219263509,5.6168727528505515,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,C1QA,True,6859,1.8762678328319766,4.417216136298291,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,C1QB,True,6583,1.8767902851015066,4.31374635432198,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,C1QC,True,5443,2.471528231281575,3.4313227918129408,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,CCL2,True,563,0.6081711894380861,2.013185075086793,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,CCL5,True,1010,0.6982866921085829,3.635036769498363,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,CCL7,True,38,0.4236509421917066,1.6080102497286188,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,CD274,True,378,0.38101296293731574,0.6619468077072959,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,CD276,True,948,0.39696222782261104,0.6324539345907936,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,CD3D,True,1136,0.46715635373787057,2.4692636863477544,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,CD3E,True,554,1.6752779427541602,2.4903093862258703,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,CD8A,True,228,1.6747488122954513,2.5396899701289755,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,CD8B,True,171,1.6852677252543917,2.5048948115216287,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,CTSK,True,539,0.41419901865285463,0.8701054304381972,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,DCT,True,5,,,False,nonzero normalized expression within dataset x assay
GSE135851,snRNA,DPPA4,True,2,,,False,nonzero normalized expression within dataset x assay
GSE135851,snRNA,EPCAM,True,1359,0.8233679082289107,1.4618022934349528,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,ERAP1,True,1495,0.41265026437881513,0.7459309696724912,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,ERAP2,True,1867,0.4206633767564174,0.7755171001956741,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,ESR1,True,240,0.3756809997663555,0.6161540451854862,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,FCER1G,True,6181,2.561890208503992,3.324756786380969,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,FCGR3A,True,4751,1.2458865205236298,2.07603651305815,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,FIGF,True,55,0.5416891886513261,1.4411060069607777,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,GNLY,True,702,0.6184635821694987,3.8236875360963936,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,GPNMB,True,4370,0.9566057534158402,1.6351089465875042,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,GZMB,True,1168,1.328306901099257,2.880073257219376,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,HAVCR2,True,2375,0.4554192545572341,0.8804689568567141,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,HLA-A,True,7838,2.7636750507706624,3.748585568120318,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,HLA-B,True,7988,3.2551115891303493,4.370466275494668,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,HLA-C,True,7783,2.753461956606927,3.840426763673399,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,HLA-E,True,6970,1.4885306747926565,2.2137646010147267,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,HMGA2,True,42,0.30095184330223634,0.7183312546906171,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,HOXA11,True,0,,,False,nonzero normalized expression within dataset x assay
GSE135851,snRNA,HOXD11,True,0,,,False,nonzero normalized expression within dataset x assay
GSE135851,snRNA,IFIT1,True,653,0.39961848281508017,0.7189967340475036,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,IFIT2,True,1308,0.4152226583647187,0.7647782667296228,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,IFIT3,True,2864,0.48889106196147714,0.9907409274431784,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,IFITM1,True,272,0.6174509438839104,1.6607114520745785,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,IFITM2,True,4208,0.5849740061415609,1.7914819074505552,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,IFITM3,True,5108,0.7150644484745957,1.868462238362508,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,IFNG,True,214,0.4704670136640608,1.9451611915210325,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,IL1B,True,794,0.41630115293281045,0.8113342905008922,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,IL6,True,138,0.4426778606504842,2.120514900275697,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,IRF1,True,2782,0.4796141114512754,1.0379724710153337,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,ISG15,True,4279,0.6357170261554758,1.2730069048217534,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,KLF4,True,3049,0.49124930935188704,0.9393350244897621,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,KLRC1,True,184,1.2684320029548593,2.6889876077055606,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,KLRD1,True,364,1.1314952688276558,2.6558091658333383,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,LAG3,True,239,0.4213247696361215,1.661661243386456,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,LGALS9,True,4484,0.8426770871159381,1.4409408473875183,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,LGR5,True,3,,,False,nonzero normalized expression within dataset x assay
GSE135851,snRNA,LST1,True,5188,1.6156207727870013,2.281760482676452,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,MDK,True,1335,0.4222316561893187,0.9131453108021595,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,MICA,True,875,0.407829438924467,0.6878669337791687,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,MICB,True,353,0.3756047773090949,0.5846396453410159,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,MITF,True,2471,0.4448093516263182,0.8246068391801235,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,MLANA,True,6,,,False,nonzero normalized expression within dataset x assay
GSE135851,snRNA,NANOG,True,10,,,False,nonzero normalized expression within dataset x assay
GSE135851,snRNA,NES,True,47,0.41518700724132385,1.4056428952506144,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,NFKBIA,True,6279,0.9102437033023478,1.749597521492356,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,NKG7,True,768,0.7342481900252531,3.354926959010484,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,NLRC5,True,644,0.41437343508244157,0.8651158258191908,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,PDCD1,True,54,1.4588193953807447,1.9116076215415345,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,PDCD1LG2,True,492,0.3757047407998375,0.5506868625613186,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,PMEL,True,77,0.3810948446339501,1.0792602203056683,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,PRF1,True,562,0.7716046333134178,2.9265953264583575,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,PROM1,True,256,0.5179649549574421,1.1681615587852452,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,PSMB8,True,5528,0.9037893555593114,1.4979817352104234,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,PSMB9,True,5681,1.1442078065070407,1.9162715604004497,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,PVR,True,961,0.40245460215402173,0.6544955951967549,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,SOX2,True,284,0.5658101981804637,1.1116278512313622,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,STAT1,True,3742,0.5682639545623875,1.2107241099552524,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,TAP1,True,2995,0.4854236987576271,1.078075848699258,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,TAP2,True,1,,,False,nonzero normalized expression within dataset x assay
GSE135851,snRNA,TAPBP,True,4920,0.6538362879010401,1.218189938908105,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,TIGIT,True,135,0.9488592111797276,1.9924026074387071,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,TNFAIP3,True,1248,0.43190588083707804,1.1003152141739443,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,TOX,True,545,0.7830206808840299,1.6276025377260417,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,TRBC1,True,0,,,False,nonzero normalized expression within dataset x assay
GSE135851,snRNA,TRBC2,True,138,1.106273212962187,1.9004815973707767,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,TREM2,True,3816,0.8247687668216754,1.6454287478089162,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,TYROBP,True,6500,2.7837033351971727,3.805939704729678,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,TYRP1,True,2,,,False,nonzero normalized expression within dataset x assay
GSE135851,snRNA,ULBP1,True,1,,,False,nonzero normalized expression within dataset x assay
GSE135851,snRNA,ULBP2,True,84,0.3651337080539233,0.4989562963820958,True,nonzero normalized expression within dataset x assay
GSE135851,snRNA,ULBP3,True,0,,,False,nonzero normalized expression within dataset x assay
GSE135851,snRNA,CXCL8,False,0,,,False,not_assayed
GSE135851,snRNA,NECTIN2,False,0,,,False,not_assayed
GSE135851,snRNA,ULBP4,False,0,,,False,not_assayed
GSE135851,snRNA,ULBP5,False,0,,,False,not_assayed
GSE135851,snRNA,ULBP6,False,0,,,False,not_assayed
GSE135851,snRNA,VEGFD,False,0,,,False,not_assayed
