dataset,assay,gene,gene_in_matrix,n_positive_observations,low_expression_upper_bound,high_expression_lower_bound,expression_interval_stable,interval_basis
GSE217108,snRNA,HLA-C,True,6806,1.2703131020648846,2.237072053563049,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,HLA-E,True,7706,1.491014773098399,2.5579259164938337,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,HMGA2,True,172,0.6941562927702756,1.383488200456915,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,HOXA11,True,2,,,False,nonzero normalized expression within dataset x assay
GSE217108,snRNA,HOXD11,True,1,,,False,nonzero normalized expression within dataset x assay
GSE217108,snRNA,IFIT1,True,202,0.7030309794318144,1.3867183931332603,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,IFIT2,True,828,0.8005007473981414,1.3910853147429207,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,IFIT3,True,684,0.736160326719226,1.364611929621533,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,IFITM1,True,385,0.8512025452219536,1.5229023178058312,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,IFITM2,True,2911,0.9554622197108162,1.6914284107172497,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,IFITM3,True,3046,0.9294653577755183,1.710153517434585,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,IFNG,True,103,0.9700726037254278,1.608990321503522,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,IL1B,True,209,0.8197454255283765,1.8351269311428675,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,IL6,True,170,0.891876581153543,2.1290515341085188,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,IRF1,True,3304,0.9967008800620575,1.7865700539858795,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,ISG15,True,1105,0.8608967914429607,1.4811256322089654,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,KLF4,True,2803,0.9655686725822921,2.1190618551969576,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,KLRC1,True,199,1.1743811203368788,2.0431154639535203,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,KLRD1,True,2505,1.2052342804200549,2.2433232742372624,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,LAG3,True,320,0.9924240239772192,1.5608004859517675,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,LGALS9,True,1547,0.8032648360271135,1.3114848606951353,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,LGR5,True,50,1.0296068176213629,1.7765183793615162,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,LST1,True,1901,0.8822914905583823,1.4861335060747198,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,MDK,True,287,0.5876564225259341,1.3316957646374044,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,MICA,True,347,0.7625418634755667,1.4688238023577145,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,MICB,True,278,0.7925608001091435,1.378576189953419,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,MITF,True,2489,1.0458089143741671,1.9797652495617872,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,MLANA,True,88,0.6443123967787515,1.2430579108520923,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,NANOG,True,37,0.6445561276310006,1.4901153630115078,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,NECTIN2,True,2064,0.8216953434890218,1.5420383733807714,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,NES,True,382,0.8428010740518052,1.711215284544478,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,NFKBIA,True,6609,1.208518586224149,2.203291961552836,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,NKG7,True,3541,1.0885805255527479,2.356229966001738,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,NLRC5,True,4053,1.056093436835787,1.9256997537307858,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,PDCD1,True,103,0.9984628003275121,1.5326565214329875,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,PDCD1LG2,True,388,0.7383350816396314,1.4090700543253014,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,PMEL,True,73,0.698083472253739,1.522341844063071,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,PRF1,True,2579,1.2927268480359968,2.501717532838727,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,PROM1,True,432,0.8221332937988859,1.7864933688197173,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,PSMB8,True,1483,0.8192129480248407,1.4394912035728131,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,PSMB9,True,2014,0.8719202197013481,1.5274039872106973,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,PVR,True,1047,0.7378095379474228,1.4760281604986099,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,SOX2,True,181,0.596577692269904,1.2095077872638882,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,STAT1,True,4339,1.038384833348003,1.8368994409227697,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,TAP1,True,1835,0.8797256430766403,1.5133713191466667,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,TAP2,True,1452,0.8236202735230496,1.4614848016681563,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,TAPBP,True,4785,1.015996523151518,1.7700788109632744,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,TIGIT,True,334,1.0268282343273525,1.5240276769822212,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,TNFAIP3,True,4106,1.1060111072052536,2.0543984085525606,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,TOX,True,3754,1.359313252288783,2.3653583471388298,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,TRBC1,True,736,1.0349827517099466,1.7341619774447186,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,TRBC2,True,1251,1.0422903938047892,1.8616798322870727,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,TREM2,True,261,0.5847803405192883,1.2374411816960296,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,TYROBP,True,3554,0.9936375854194307,1.7484371628426736,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,TYRP1,True,22,0.6803120389817279,1.10051198331474,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,ULBP1,True,32,0.8864893057132035,1.576179956480605,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,ULBP2,True,28,0.789231791224259,1.2735199195696938,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,ULBP3,True,23,0.6932261458194332,1.452172464828489,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,VEGFD,True,260,0.6822174927232136,1.4826298284457713,True,nonzero normalized expression within dataset x assay
GSE217108,snRNA,FIGF,False,0,,,False,not_assayed
GSE217108,snRNA,ULBP4,False,0,,,False,not_assayed
GSE217108,snRNA,ULBP5,False,0,,,False,not_assayed
GSE217108,snRNA,ULBP6,False,0,,,False,not_assayed
