row_type,branch_id,source_state,distance_metric,score_name,n_cells,n_patients,patient_adjusted_slope,ci95_low,ci95_high,pvalue,spearman_rho,spearman_pvalue
model,branch_04,State_7,latent_distance,LAMCORE_outside_scVI,576,11,0.0028841261491425706,-0.0009461195180676999,0.0067143718163528415,0.13969812498459203,0.20239099038002664,9.701121288277123e-07
model,branch_04,State_7,latent_distance,LAMCORE_independent,576,11,0.002489678707017738,-0.001369625781589712,0.006348983195625189,0.20563786539621126,0.19531560043201973,2.3244474727257306e-06
model,branch_04,State_7,latent_distance,CORE1,576,11,-0.02790108298632142,-0.04460902975176606,-0.011193136220876778,0.0011019587645366552,-0.08198808944891807,0.0492118321557479
model,branch_04,State_7,latent_distance,CORE2,576,11,0.005409679142485878,-0.007169243024604265,0.01798860130957602,0.398629305541145,0.08413827012593846,0.04353794375740727
model,branch_04,State_7,latent_distance,CORE3,576,11,0.0063647861968004725,-0.00803713640142606,0.020766708795027004,0.3857365135492412,0.1227683188086856,0.0031653144149444597
model,branch_04,State_7,latent_distance,melanocytic,576,11,0.04751424101521885,0.02253640527981714,0.07249207675062057,0.00020569876220474385,0.24852527186368342,1.4777589339916786e-09
model,branch_04,State_7,latent_distance,myogenic,576,11,-0.03500153128550773,-0.05725069592093407,-0.012752366650081396,0.0021004397733696847,-0.11413910663905073,0.006100037216736966
model,branch_04,State_7,latent_distance,VEGFD,576,11,-0.008382368538995613,-0.03489469108194665,0.018129954003955426,0.5348425641573754,-0.010044650226042586,0.8099008120875124
model,branch_04,State_7,latent_distance,CTSK,576,11,-0.056267434092329614,-0.10831108844529966,-0.0042237797393595705,0.03413922628763067,-0.13747288672259514,0.0009399829407494195
model,branch_04,State_7,latent_distance,lam_support,576,11,-0.014018182638963782,-0.03899839383728376,0.010962028559356195,0.2708269110957377,-0.03034247999423782,0.46734544581132875
model,branch_04,State_7,latent_distance,HOX_PBX,576,11,0.03242028874983628,0.016804957987866395,0.04803561951180617,5.1963411525338577e-05,0.08318716384831058,0.045975856721449555
model,branch_04,State_7,latent_distance,hormone,576,11,0.020394655687403937,-0.00014599064251471366,0.04093530201732259,0.051645058842166566,0.25127403244338165,9.603269298214834e-10
model,branch_04,State_7,latent_distance,ECM,576,11,-0.012812805041408352,-0.02572903327850011,0.00010342319568340703,0.05185653294760442,-0.07888956688578717,0.0584661376559105
model,branch_04,State_7,latent_distance,protease,576,11,-0.020071005032300242,-0.03421819951322651,-0.005923810551373976,0.005505195952475089,-0.19518826892399552,2.3606129279733737e-06
model,branch_04,State_7,latent_distance,mTOR_translation,576,11,0.03711509871807725,0.0008680014332451275,0.07336219600290937,0.04477804943233847,-0.06953853449492231,0.09545115456953832
model,branch_04,State_7,latent_distance,T_NK,576,11,-0.0032109806002180137,-0.00999105486075204,0.0035690936603160126,0.35265668331347905,-0.04471007259255655,0.284058605274311
model,branch_04,State_7,latent_distance,macrophage,576,11,-0.04274107154188728,-0.07458986346856891,-0.010892279615205648,0.008621732967552507,-0.1271326921900606,0.0022358719387316536
model,branch_04,State_7,latent_distance,AT2,576,11,-0.571134618204574,-0.6973729233181397,-0.4448963130910083,8.458024767559035e-18,-0.4785172367847349,2.67877938726054e-34
model,branch_04,State_7,latent_distance,endothelial,576,11,0.004109549354617813,-0.006444441347522117,0.014663540056757744,0.4446993312628741,0.01788530646369864,0.6683969322522888
model,branch_04,State_7,latent_distance,lymphatic_endothelial,576,11,-0.004759683704142604,-0.01148402764084145,0.0019646602325562408,0.16498549121771242,-0.11173690628012165,0.007268824552575868
model,branch_04,State_7,latent_distance,fibroblast,576,11,-0.01649873346405501,-0.027228420379353288,-0.005769046548756736,0.0026399226021227708,-0.07355611231143157,0.07774850730728844
model,branch_04,State_7,latent_distance,pericyte_VSMC,576,11,-0.0235046885696725,-0.03914707764793077,-0.007862299491414228,0.0032945701352687646,-0.14928893311591107,0.0003239952477034117
model,branch_04,State_7,latent_distance,mesothelial,576,11,0.019902424363319307,0.012032170683751231,0.027772678042887383,9.024015371298081e-07,-0.014783813836757786,0.7232938269979641
model,branch_04,State_7,latent_distance,ciliated,576,11,-0.002196015429397421,-0.010593758877544874,0.006201728018750031,0.6077089849495627,0.1690673467878122,4.538659717251348e-05
model,branch_04,State_7,graph_hop,LAMCORE_full,576,11,0.002237625811097474,0.0003777998421842495,0.004097451780010699,0.01845729493063456,0.05142188537348039,0.21785209489915727
model,branch_04,State_7,graph_hop,LAMCORE_no_gate,576,11,0.0023560891982250115,0.00047980615197006494,0.004232372244479958,0.013941756663429483,0.05309565291544652,0.20322209807944216
model,branch_04,State_7,graph_hop,LAMCORE_outside_scVI,576,11,0.002233267787970214,0.0005867657112664912,0.0038797698646739365,0.007938963179171301,0.05931133834055974,0.15513321692077572
model,branch_04,State_7,graph_hop,LAMCORE_independent,576,11,0.002347339317030836,0.0006901305515484453,0.004004548082513226,0.005580858410393731,0.058985360881334985,0.1574192776726068
model,branch_04,State_7,graph_hop,CORE1,576,11,0.0008472691745514682,-0.006434165058633422,0.00812870340773636,0.8192997666601589,0.018186720950432198,0.6631493533493965
model,branch_04,State_7,graph_hop,CORE2,576,11,-0.0074141661855250535,-0.012813571295109715,-0.0020147610759403915,0.007203739480141993,-0.09025752957953409,0.03031903238984441
model,branch_04,State_7,graph_hop,CORE3,576,11,-0.00998102419593374,-0.01614789166648995,-0.0038141567253775262,0.0015588284446105913,-0.12377522276069648,0.0029241402543571035
model,branch_04,State_7,graph_hop,melanocytic,576,11,-0.015160673178463036,-0.026004710584689873,-0.004316635772236198,0.006224279511833112,-0.08623604830637346,0.03854375953556613
model,branch_04,State_7,graph_hop,myogenic,576,11,-0.0020179390546034293,-0.01170306537648244,0.007667187267275581,0.6825149329793507,0.024258080635579538,0.5612305244725815
model,branch_04,State_7,graph_hop,VEGFD,576,11,-8.426637031763717e-05,-0.01153430300045551,0.011365770259820236,0.9884718163972546,0.032705021286486245,0.433377575320768
model,branch_04,State_7,graph_hop,CTSK,576,11,-0.01813839712263516,-0.040646839233009296,0.004370044987738977,0.11402055856800934,-0.043444609960208755,0.29792329186608135
model,branch_04,State_7,graph_hop,lam_support,576,11,-0.00710437160628781,-0.017884649905602904,0.0036759066930272845,0.19604851047752325,-0.09717367405484438,0.019667855917928526
model,branch_04,State_7,graph_hop,HOX_PBX,576,11,-0.0035482687736482083,-0.01038222320887641,0.003285685661579994,0.3082488846276156,0.05043499255387135,0.2268243911261717
model,branch_04,State_7,graph_hop,hormone,576,11,0.003968571078595745,-0.004923206533477626,0.012860348690669116,0.38104956410586655,9.482480534280418e-05,0.9981881241238759
model,branch_04,State_7,graph_hop,ECM,576,11,0.0037056434124489723,-0.001880996825562642,0.009292283650460587,0.19315809625230346,0.06899979227245813,0.09805239645646945
model,branch_04,State_7,graph_hop,protease,576,11,0.0024046670079454213,-0.003741766606162454,0.008551100622053297,0.44254445970016865,0.042205210023238376,0.3119325591953559
model,branch_04,State_7,graph_hop,mTOR_translation,576,11,0.020988140059879812,0.005379444765267829,0.03659683535449179,0.008492284028467911,0.05636331143919881,0.1767418990384947
model,branch_04,State_7,graph_hop,T_NK,576,11,0.002039982925919632,-0.0008845503454533183,0.004964516197292582,0.17120203442106888,0.08051805635544082,0.05343703397168151
model,branch_04,State_7,graph_hop,macrophage,576,11,0.008795350900214716,-0.005019979711460296,0.022610681511889726,0.2116467842925847,0.08650484066519742,0.0379403978265582
model,branch_04,State_7,graph_hop,AT2,576,11,0.027986700750068927,-0.030158453844348995,0.08613185534448685,0.3448554913952311,-0.006521568409965789,0.8758916942838886
model,branch_04,State_7,graph_hop,endothelial,576,11,0.003125461854655981,-0.001426024647292144,0.007676948356604106,0.17794804660226488,0.029379481725851614,0.4816023251044546
model,branch_04,State_7,graph_hop,lymphatic_endothelial,576,11,0.003341986604817962,0.0004470906671301049,0.006236882542505819,0.02373546505602458,0.08787313208961266,0.03499174891288916
model,branch_04,State_7,graph_hop,fibroblast,576,11,0.0009762944794415272,-0.0036926299330799226,0.005645218891962977,0.6814344014333221,0.04893041446641682,0.2410038688967763
model,branch_04,State_7,graph_hop,pericyte_VSMC,576,11,0.00016751918516447195,-0.006637684386092632,0.006972722756421576,0.9614537116787909,0.0016606507978268537,0.9682772369980639
model,branch_04,State_7,graph_hop,mesothelial,576,11,-0.00027989021117235096,-0.0037511474656385943,0.0031913670432938924,0.8742193368759685,0.048590626800143595,0.24429047186977182
model,branch_04,State_7,graph_hop,ciliated,576,11,0.0007258079017353203,-0.0029000885145958016,0.004351704318066443,0.6943378205518278,-0.037448764341950304,0.3696481390407964
