pool,candidate_program,gene,weight,rank_position,selected_rank,selected_seed
broad_lam_like,program_2,ELN,0.8454119563102722,35,5,1
broad_lam_like,program_2,PEAK1,0.8415212035179138,36,5,1
broad_lam_like,program_2,ITGA1,0.8381286859512329,37,5,1
broad_lam_like,program_2,ARID1B,0.8371194005012512,38,5,1
broad_lam_like,program_2,APBB2,0.8346812129020691,39,5,1
broad_lam_like,program_2,SH3RF3,0.8313348293304443,40,5,1
broad_lam_like,program_2,RASAL2,0.8263336420059204,41,5,1
broad_lam_like,program_2,MAP4,0.825224757194519,42,5,1
broad_lam_like,program_2,EGFR,0.8216928839683533,43,5,1
broad_lam_like,program_2,PTK2,0.8205253481864929,44,5,1
broad_lam_like,program_2,PALM2-AKAP2,0.8175601363182068,45,5,1
broad_lam_like,program_2,MBNL1,0.8121567964553833,46,5,1
broad_lam_like,program_2,SBF2,0.7955079674720764,47,5,1
broad_lam_like,program_2,TTC28,0.7949002385139465,48,5,1
broad_lam_like,program_2,ASAP1,0.7915269732475281,49,5,1
broad_lam_like,program_2,REV3L,0.7897517681121826,50,5,1
broad_lam_like,program_3,MALAT1,2.2793807983398438,1,5,1
broad_lam_like,program_3,NHSL1,1.7019094228744507,2,5,1
broad_lam_like,program_3,KCNMA1,1.6762326955795288,3,5,1
broad_lam_like,program_3,FCHO2,1.434459924697876,4,5,1
broad_lam_like,program_3,CPM,1.3392244577407837,5,5,1
broad_lam_like,program_3,SLC1A3,1.244146704673767,6,5,1
broad_lam_like,program_3,MSR1,1.217170238494873,7,5,1
broad_lam_like,program_3,MYO1E,1.1871964931488037,8,5,1
broad_lam_like,program_3,CCDC88A,1.1819486618041992,9,5,1
broad_lam_like,program_3,CTSB,1.1757383346557617,10,5,1
broad_lam_like,program_3,FTX,1.1749128103256226,11,5,1
broad_lam_like,program_3,RBM47,1.158784031867981,12,5,1
broad_lam_like,program_3,DENND4C,1.1465041637420654,13,5,1
broad_lam_like,program_3,CD163,1.131304383277893,14,5,1
broad_lam_like,program_3,RNF13,1.1012065410614014,15,5,1
broad_lam_like,program_3,FRMD4A,1.0872511863708496,16,5,1
broad_lam_like,program_3,MERTK,1.0848530530929565,17,5,1
broad_lam_like,program_3,SDCCAG8,1.0836769342422485,18,5,1
broad_lam_like,program_3,CEP170,1.061955213546753,19,5,1
broad_lam_like,program_3,TNS3,1.0563842058181763,20,5,1
broad_lam_like,program_3,PPARG,1.0514791011810303,21,5,1
broad_lam_like,program_3,MITF,1.0446209907531738,22,5,1
broad_lam_like,program_3,BMP2K,1.0410869121551514,23,5,1
broad_lam_like,program_3,MRC1,1.0364058017730713,24,5,1
broad_lam_like,program_3,GLUL,1.0340594053268433,25,5,1
broad_lam_like,program_3,ACER3,1.022581934928894,26,5,1
broad_lam_like,program_3,ABR,1.0149880647659302,27,5,1
broad_lam_like,program_3,PICALM,1.0108051300048828,28,5,1
broad_lam_like,program_3,ATG7,1.0096933841705322,29,5,1
broad_lam_like,program_3,TFRC,1.0096580982208252,30,5,1
broad_lam_like,program_3,JMJD1C,1.0074851512908936,31,5,1
broad_lam_like,program_3,ZFAND5,1.0068503618240356,32,5,1
broad_lam_like,program_3,PSME4,1.0062202215194702,33,5,1
broad_lam_like,program_3,VMP1,0.9984340667724609,34,5,1
broad_lam_like,program_3,TMCC1,0.9979618191719055,35,5,1
broad_lam_like,program_3,ANKRD28,0.9892809391021729,36,5,1
broad_lam_like,program_3,TRPS1,0.9850034713745117,37,5,1
broad_lam_like,program_3,SGK3,0.9849181175231934,38,5,1
broad_lam_like,program_3,C20ORF194,0.9737907648086548,39,5,1
broad_lam_like,program_3,ITGAX,0.9725056290626526,40,5,1
broad_lam_like,program_3,SOAT1,0.9624629020690918,41,5,1
broad_lam_like,program_3,FTH1,0.959381639957428,42,5,1
broad_lam_like,program_3,TXNIP,0.9575952291488647,43,5,1
