pool,donor_id,candidate_program,gene,weight,rank_position,selected_rank,selected_seed,n_cells
high_confidence,LAM1110,program_5,MT1E,2.206774950027466,27,6,0,125
high_confidence,LAM1110,program_5,MYL12A,2.1925439834594727,28,6,0,125
high_confidence,LAM1110,program_5,TUBA1B,2.180959939956665,29,6,0,125
high_confidence,LAM1110,program_5,TSPAN3,2.1682021617889404,30,6,0,125
high_confidence,LAM1110,program_5,CD164,2.133843421936035,31,6,0,125
high_confidence,LAM1110,program_5,OAZ1,2.1161773204803467,32,6,0,125
high_confidence,LAM1110,program_5,CTSS,2.093493700027466,33,6,0,125
high_confidence,LAM1110,program_5,CLIC1,2.074725389480591,34,6,0,125
high_confidence,LAM1110,program_5,EIF4EBP1,2.0717899799346924,35,6,0,125
high_confidence,LAM1110,program_5,HSPD1,2.0519092082977295,36,6,0,125
high_confidence,LAM1110,program_5,SLC38A2,2.0331149101257324,37,6,0,125
high_confidence,LAM1110,program_5,NDUFA1,2.0164005756378174,38,6,0,125
high_confidence,LAM1110,program_5,LY6E,2.0133886337280273,39,6,0,125
high_confidence,LAM1110,program_5,C12ORF57,1.9556398391723633,40,6,0,125
high_confidence,LAM1110,program_5,UBE2D3,1.925081729888916,41,6,0,125
high_confidence,LAM1110,program_5,RPS6,1.91301429271698,42,6,0,125
high_confidence,LAM1110,program_5,CTSH,1.91100013256073,43,6,0,125
high_confidence,LAM1110,program_5,TUBB4B,1.8998215198516846,44,6,0,125
high_confidence,LAM1110,program_5,VAMP8,1.8971621990203857,45,6,0,125
high_confidence,LAM1110,program_5,YWHAZ,1.8772062063217163,46,6,0,125
high_confidence,LAM1110,program_5,KRT18,1.863425612449646,47,6,0,125
high_confidence,LAM1110,program_5,NDUFA4,1.8592307567596436,48,6,0,125
high_confidence,LAM1110,program_5,NAMPT,1.8550814390182495,49,6,0,125
high_confidence,LAM1110,program_5,RHOB,1.843764066696167,50,6,0,125
high_confidence,LAM1110,program_6,TXN,2.5181400775909424,1,6,0,125
high_confidence,LAM1110,program_6,ATP5J,2.1314375400543213,2,6,0,125
high_confidence,LAM1110,program_6,FYB,2.042325735092163,3,6,0,125
high_confidence,LAM1110,program_6,FIGF,1.956178069114685,4,6,0,125
high_confidence,LAM1110,program_6,DPPA4,1.936314344406128,5,6,0,125
high_confidence,LAM1110,program_6,C7,1.8795005083084106,6,6,0,125
high_confidence,LAM1110,program_6,RPS6,1.822464942932129,7,6,0,125
high_confidence,LAM1110,program_6,YBX3,1.8160386085510254,8,6,0,125
high_confidence,LAM1110,program_6,FAM177A1,1.7962836027145386,9,6,0,125
high_confidence,LAM1110,program_6,TSPAN3,1.7541502714157104,10,6,0,125
high_confidence,LAM1110,program_6,MGP,1.730708122253418,11,6,0,125
high_confidence,LAM1110,program_6,ACTA2,1.652573585510254,12,6,0,125
high_confidence,LAM1110,program_6,HSPB1,1.5743621587753296,13,6,0,125
high_confidence,LAM1110,program_6,TYR,1.5738013982772827,14,6,0,125
high_confidence,LAM1110,program_6,TUBB4B,1.5586963891983032,15,6,0,125
high_confidence,LAM1110,program_6,CTGF,1.537332534790039,16,6,0,125
high_confidence,LAM1110,program_6,NDUFA1,1.4904451370239258,17,6,0,125
high_confidence,LAM1110,program_6,H3F3A,1.4538249969482422,18,6,0,125
high_confidence,LAM1110,program_6,PSMB10,1.4475675821304321,19,6,0,125
high_confidence,LAM1110,program_6,EIF5,1.4353958368301392,20,6,0,125
high_confidence,LAM1110,program_6,MYL6,1.4157150983810425,21,6,0,125
high_confidence,LAM1110,program_6,COL6A1,1.40341317653656,22,6,0,125
high_confidence,LAM1110,program_6,ARL6IP5,1.3870183229446411,23,6,0,125
high_confidence,LAM1110,program_6,SEC61G,1.3344824314117432,24,6,0,125
high_confidence,LAM1110,program_6,STAT1,1.3246043920516968,25,6,0,125
high_confidence,LAM1110,program_6,ASAH1,1.2578622102737427,26,6,0,125
high_confidence,LAM1110,program_6,PABPC1,1.2555614709854126,27,6,0,125
high_confidence,LAM1110,program_6,MT1M,1.2368700504302979,28,6,0,125
high_confidence,LAM1110,program_6,UBE2D3,1.2361865043640137,29,6,0,125
high_confidence,LAM1110,program_6,UBL5,1.2327269315719604,30,6,0,125
high_confidence,LAM1110,program_6,MT1E,1.2228606939315796,31,6,0,125
high_confidence,LAM1110,program_6,PPIA,1.2133477926254272,32,6,0,125
high_confidence,LAM1110,program_6,RBM3,1.1941393613815308,33,6,0,125
high_confidence,LAM1110,program_6,PDE4B,1.193411111831665,34,6,0,125
high_confidence,LAM1110,program_6,HMGN3,1.191064715385437,35,6,0,125
