names,scores,logfoldchanges,pvals,pvals_adj
LL22NC03-86D4.1,-0.0061946143,-18.50866,0.9950574444933877,1.0
SLC30A10,-0.0061946143,-17.77844,0.9950574444933877,1.0
AC009518.8,-0.0061946143,-17.535282,0.9950574444933877,1.0
CTC-523E23.8,-0.0061946143,-17.681593,0.9950574444933877,1.0
SLC30A2,-0.0061946143,-18.784399,0.9950574444933877,1.0
CTC-523E23.4,-0.0061946143,-18.559055,0.9950574444933877,1.0
OCLM,-0.0061946143,-17.570189,0.9950574444933877,1.0
RP11-168O16.1,-0.0061946143,-18.131403,0.9950574444933877,1.0
PADI3,-0.0061946143,-17.504295,0.9950574444933877,1.0
RP11-83M16.6,-0.0061946143,-17.108532,0.9950574444933877,1.0
MYCN,-0.0061946143,-17.573738,0.9950574444933877,1.0
RP11-206L10.10,-0.0061946143,-17.312706,0.9950574444933877,1.0
RP11-545D19.1,-0.0061946143,-18.064451,0.9950574444933877,1.0
RP11-84A14.5,-0.0061946143,-17.334646,0.9950574444933877,1.0
AC008277.1,-0.0061946143,-17.818151,0.9950574444933877,1.0
RP11-697H9.2,-0.0061946143,-17.584898,0.9950574444933877,1.0
RP11-37E23.5,-0.0061946143,-17.056124,0.9950574444933877,1.0
RP11-973N13.3,-0.0061946143,-17.632765,0.9950574444933877,1.0
RP11-1252I4.2,-0.0061946143,-17.000004,0.9950574444933877,1.0
LINC00202-2,-0.0061946143,-17.664984,0.9950574444933877,1.0
RP3-496C20.1,-0.0061946143,-17.247307,0.9950574444933877,1.0
RP11-755B10.3,-0.0061946143,-18.445316,0.9950574444933877,1.0
RP11-115K3.1,-0.0061946143,-17.973333,0.9950574444933877,1.0
RP11-326C3.2,-0.0061946143,-18.395136,0.9950574444933877,1.0
AC008269.2,-0.0061946143,-18.041115,0.9950574444933877,1.0
RP11-103J17.1,-0.0061946143,-18.319937,0.9950574444933877,1.0
RP11-154J22.1,-0.0061946143,-17.860744,0.9950574444933877,1.0
AADACL2,-0.0061946143,-17.01484,0.9950574444933877,1.0
POU6F2-AS2,-0.0061946143,-16.888802,0.9950574444933877,1.0
MYL6P3,-0.0061946143,-17.937841,0.9950574444933877,1.0
AC005300.5,-0.0061946143,-18.035503,0.9950574444933877,1.0
TMEM244,-0.0061946143,-18.660246,0.9950574444933877,1.0
BX255923.1,-0.0061946143,-17.624784,0.9950574444933877,1.0
LIN28B,-0.0061946143,-17.157543,0.9950574444933877,1.0
RP11-383G6.4,-0.0061946143,-17.388367,0.9950574444933877,1.0
AC073072.5,-0.0061946143,-16.748089,0.9950574444933877,1.0
INTS6P1,-0.0061946143,-18.402779,0.9950574444933877,1.0
HIST2H3D,-0.0061946143,-18.675303,0.9950574444933877,1.0
RP11-546B15.1,-0.0061946143,-17.544838,0.9950574444933877,1.0
RP4-530I15.9,-0.0061946143,-17.989712,0.9950574444933877,1.0
LINC00351,-0.0061946143,-17.486944,0.9950574444933877,1.0
C3orf36,-0.0061946143,-18.121092,0.9950574444933877,1.0
RP11-457D2.3,-0.0061946143,-17.239487,0.9950574444933877,1.0
RP11-982M15.5,-0.0061946143,-18.208971,0.9950574444933877,1.0
SIX3-AS1,-0.0061946143,-17.363941,0.9950574444933877,1.0
SMCO2,-0.0061946143,-18.13854,0.9950574444933877,1.0
RP11-752G15.9,-0.0061946143,-18.220984,0.9950574444933877,1.0
CTD-2012I17.1,-0.0061946143,-17.311832,0.9950574444933877,1.0
RP11-210H10__A.1,-0.0061946143,-18.694117,0.9950574444933877,1.0
RP11-152P23.2,-0.0061946143,-17.457352,0.9950574444933877,1.0
RP11-540O11.1,-0.0061946143,-17.430397,0.9950574444933877,1.0
RP11-981G7.2,-0.0061946143,-17.515465,0.9950574444933877,1.0
RP11-541G9.1,-0.0061946143,-17.545088,0.9950574444933877,1.0
CCK,-0.0061946143,-18.336157,0.9950574444933877,1.0
CTC-575N7.1,-0.0061946143,-17.953644,0.9950574444933877,1.0
AC106873.4,-0.0061946143,-17.639051,0.9950574444933877,1.0
AC140481.2,-0.0061946143,-18.600893,0.9950574444933877,1.0
RP11-343C2.11,-0.0061946143,-18.08512,0.9950574444933877,1.0
GPR111,-0.0061946143,-17.574245,0.9950574444933877,1.0
BEST3,-0.0061946143,-17.269794,0.9950574444933877,1.0
ELOVL2,-0.0061946143,-17.810617,0.9950574444933877,1.0
GAPDHS,-0.0061946143,-18.227726,0.9950574444933877,1.0
RP11-167N4.2,-0.0061946143,-18.006437,0.9950574444933877,1.0
UBL4A,-0.0062831086,0.5703476,0.9949868374801714,1.0
OLFM1,-0.0064600976,0.3305903,0.9948456235720685,1.0
ZNF296,-0.006485382,0.3453237,0.9948254501697024,1.0
RAD1,-0.0065549132,0.5643988,0.9947699733302912,1.0
HTRA4,-0.0066118026,0.28261495,0.9947245832077495,1.0
NDUFA12,-0.006693976,0.33736628,0.9946590197275913,1.0
ZNF510,-0.0067887916,-0.13746478,0.9945833696030199,1.0
CTB-113D17.1,-0.0068077547,0.0033417651,0.9945682395839273,1.0
EBF4,-0.0069278544,0.022222565,0.9944724161752564,1.0
CTD-2228K2.5,-0.0069531384,0.16019624,0.9944522428361755,1.0
SNHG17,-0.006978423,1.7124567,0.9944320695006411,1.0
PAPPA-AS1,-0.0070795594,-17.900845,0.9943513761942271,1.0
RP11-252C15.1,-0.0070795594,-17.608349,0.9943513761942271,1.0
RP11-326A19.4,-0.0070795594,-18.39167,0.9943513761942271,1.0
RP11-111K18.2,-0.0070795594,-17.762144,0.9943513761942271,1.0
C3orf84,-0.0070795594,-17.436068,0.9943513761942271,1.0
RP11-75N4.2,-0.0070795594,-18.365696,0.9943513761942271,1.0
RP11-768G7.3,-0.0070795594,-17.367579,0.9943513761942271,1.0
SRPK3,-0.0070795594,-18.536116,0.9943513761942271,1.0
SERPINC1,-0.0070795594,-17.876905,0.9943513761942271,1.0
SRP72P1,-0.0070795594,-17.320618,0.9943513761942271,1.0
RP11-255C15.3,-0.0070795594,-18.255474,0.9943513761942271,1.0
HRC,-0.0070795594,-18.57949,0.9943513761942271,1.0
CTA-392C11.2,-0.0070795594,-18.176413,0.9943513761942271,1.0
MKRN3,-0.0070795594,-18.612885,0.9943513761942271,1.0
RP11-324H6.5,-0.0070795594,-17.724367,0.9943513761942271,1.0
PAPL,-0.0070795594,-17.715235,0.9943513761942271,1.0
RP4-694A7.4,-0.0070795594,-17.226622,0.9943513761942271,1.0
HPN-AS1,-0.0070795594,-17.674656,0.9943513761942271,1.0
F8A2,-0.0070795594,-17.791872,0.9943513761942271,1.0
RP11-775C24.3,-0.0070795594,-17.741331,0.9943513761942271,1.0
RP11-776H12.1,-0.0070795594,-18.350632,0.9943513761942271,1.0
RP11-963H1.1,-0.0070795594,-17.160404,0.9943513761942271,1.0
RP11-886D15.1,-0.0070795594,-18.59581,0.9943513761942271,1.0
RP3-393E18.2,-0.0070795594,-17.847807,0.9943513761942271,1.0
PKD1P6,-0.0070795594,-17.03387,0.9943513761942271,1.0
CTA-217C2.2,-0.0070795594,-17.632957,0.9943513761942271,1.0
SPACA3,-0.0070795594,-18.30567,0.9943513761942271,1.0
RP11-120J1.1,-0.0070795594,-18.084974,0.9943513761942271,1.0
RP11-96B2.1,-0.0070795594,-17.883642,0.9943513761942271,1.0
B4GALNT4,-0.0070795594,-17.556986,0.9943513761942271,1.0
STARD6,-0.0070795594,-17.459122,0.9943513761942271,1.0
RP11-250B2.5,-0.0070795594,-17.560884,0.9943513761942271,1.0
RP11-368J21.3,-0.0070795594,-17.856213,0.9943513761942271,1.0
B4GALNT1,-0.0070795594,-18.068861,0.9943513761942271,1.0
RP11-506K6.4,-0.0070795594,-17.739517,0.9943513761942271,1.0
UBE2FP2,-0.0070795594,-17.497566,0.9943513761942271,1.0
B3GNT6,-0.0070795594,-18.013742,0.9943513761942271,1.0
AL355490.1,-0.0070795594,-18.035038,0.9943513761942271,1.0
RP11-295M18.2,-0.0070795594,-17.843384,0.9943513761942271,1.0
SPIC,-0.0070795594,-18.041315,0.9943513761942271,1.0
RP11-350G8.9,-0.0070795594,-17.748516,0.9943513761942271,1.0
RP11-85B7.2,-0.0070795594,-17.482998,0.9943513761942271,1.0
RP11-1348G14.5,-0.0070795594,-17.705776,0.9943513761942271,1.0
RP11-84C13.2,-0.0070795594,-18.031345,0.9943513761942271,1.0
RP3-380B8.4,-0.0070795594,-18.14367,0.9943513761942271,1.0
AC116614.1,-0.0070795594,-17.962389,0.9943513761942271,1.0
AC109135.1,-0.0070795594,-18.029655,0.9943513761942271,1.0
SOGA3,-0.0070795594,-18.309633,0.9943513761942271,1.0
RP11-886P16.6,-0.0070795594,-17.936214,0.9943513761942271,1.0
RP11-890B15.2,-0.0070795594,-17.774252,0.9943513761942271,1.0
RP11-299L17.4,-0.0070795594,-18.388462,0.9943513761942271,1.0
RP11-300J18.1,-0.0070795594,-17.047106,0.9943513761942271,1.0
RP11-306I1.2,-0.0070795594,-18.057941,0.9943513761942271,1.0
RP3-405J10.4,-0.0070795594,-17.93917,0.9943513761942271,1.0
RP11-93K22.6,-0.0070795594,-18.639038,0.9943513761942271,1.0
RP3-406P24.3,-0.0070795594,-17.562466,0.9943513761942271,1.0
RP11-358B23.1,-0.0070795594,-18.038374,0.9943513761942271,1.0
RP11-304F15.4,-0.0070795594,-17.898306,0.9943513761942271,1.0
RP3-415N12.1,-0.0070795594,-18.585373,0.9943513761942271,1.0
BZW1P1,-0.0070795594,-18.724861,0.9943513761942271,1.0
C10orf113,-0.0070795594,-17.548452,0.9943513761942271,1.0
AC007204.2,-0.0070795594,-17.57928,0.9943513761942271,1.0
MIR3150A,-0.0070795594,-18.337318,0.9943513761942271,1.0
RP11-486O13.2,-0.0070795594,-18.029081,0.9943513761942271,1.0
RP3-423B22.5,-0.0070795594,-17.901638,0.9943513761942271,1.0
RP11-309N17.4,-0.0070795594,-18.897413,0.9943513761942271,1.0
AC009336.24,-0.0070795594,-17.956562,0.9943513761942271,1.0
PDXP,-0.0070795594,-17.44069,0.9943513761942271,1.0
FGF23,-0.0070795594,-18.186525,0.9943513761942271,1.0
CTA-126B4.7,-0.0070795594,-17.341206,0.9943513761942271,1.0
RP11-308N19.4,-0.0070795594,-18.305584,0.9943513761942271,1.0
RP11-361L15.4,-0.0070795594,-17.934715,0.9943513761942271,1.0
RP11-123B3.2,-0.0070795594,-17.843706,0.9943513761942271,1.0
RP11-135A24.4,-0.0070795594,-17.806538,0.9943513761942271,1.0
AC010327.2,-0.0070795594,-17.475395,0.9943513761942271,1.0
MIR296,-0.0070795594,-18.377562,0.9943513761942271,1.0
RP11-90B22.1,-0.0070795594,-18.257305,0.9943513761942271,1.0
RP11-903H12.3,-0.0070795594,-17.70479,0.9943513761942271,1.0
RP11-289K10.1,-0.0070795594,-17.416288,0.9943513761942271,1.0
RP11-381N20.2,-0.0070795594,-17.062855,0.9943513761942271,1.0
FNDC7,-0.0070795594,-18.305952,0.9943513761942271,1.0
FTOP1,-0.0070795594,-18.010237,0.9943513761942271,1.0
RP11-317L10.1,-0.0070795594,-17.765663,0.9943513761942271,1.0
IGF2BP1,-0.0070795594,-17.691244,0.9943513761942271,1.0
BTN2A3P,-0.0070795594,-17.628891,0.9943513761942271,1.0
CRYBB2,-0.0070795594,-18.143631,0.9943513761942271,1.0
CRYBA4,-0.0070795594,-18.710121,0.9943513761942271,1.0
FAM9C,-0.0070795594,-17.659838,0.9943513761942271,1.0
RP11-804A23.4,-0.0070795594,-17.836077,0.9943513761942271,1.0
MEG8,-0.0070795594,-18.139896,0.9943513761942271,1.0
RP11-336K24.5,-0.0070795594,-18.048271,0.9943513761942271,1.0
IGDCC3,-0.0070795594,-18.133917,0.9943513761942271,1.0
AC073115.7,-0.0070795594,-19.010473,0.9943513761942271,1.0
MID1IP1-AS1,-0.0070795594,-17.570255,0.9943513761942271,1.0
RP11-799B12.2,-0.0070795594,-17.32812,0.9943513761942271,1.0
RP11-338N10.3,-0.0070795594,-17.35271,0.9943513761942271,1.0
CTC-241F20.4,-0.0070795594,-17.740469,0.9943513761942271,1.0
PHBP11,-0.0070795594,-17.359858,0.9943513761942271,1.0
RP11-141E13.1,-0.0070795594,-17.491627,0.9943513761942271,1.0
RP11-334A14.8,-0.0070795594,-17.698158,0.9943513761942271,1.0
RP11-515O17.3,-0.0070795594,-18.218468,0.9943513761942271,1.0
RP11-480N24.4,-0.0070795594,-18.094479,0.9943513761942271,1.0
RP13-616I3.1,-0.0070795594,-17.505505,0.9943513761942271,1.0
RP11-517B11.7,-0.0070795594,-17.794588,0.9943513761942271,1.0
PAX1,-0.0070795594,-17.172049,0.9943513761942271,1.0
CTC-281F24.1,-0.0070795594,-17.73465,0.9943513761942271,1.0
RP13-941N14.1,-0.0070795594,-18.678556,0.9943513761942271,1.0
RP11-480I12.10,-0.0070795594,-17.711905,0.9943513761942271,1.0
RP13-216E22.4,-0.0070795594,-17.787935,0.9943513761942271,1.0
RP11-269F20.1,-0.0070795594,-17.589132,0.9943513761942271,1.0
RP11-286H14.4,-0.0070795594,-17.664438,0.9943513761942271,1.0
RP11-1151B14.4,-0.0070795594,-18.120045,0.9943513761942271,1.0
RP11-382A20.2,-0.0070795594,-18.211227,0.9943513761942271,1.0
SYNPO2L,-0.0070795594,-17.834408,0.9943513761942271,1.0
RP11-344H11.4,-0.0070795594,-18.290873,0.9943513761942271,1.0
RP11-282O18.7,-0.0070795594,-17.98981,0.9943513761942271,1.0
PCK1,-0.0070795594,-17.776463,0.9943513761942271,1.0
FOXD4L1,-0.0070795594,-18.254667,0.9943513761942271,1.0
PLAC4,-0.0070795594,-17.192394,0.9943513761942271,1.0
RP11-115D7.3,-0.0070795594,-17.120626,0.9943513761942271,1.0
CTB-75G16.3,-0.0070795594,-17.622604,0.9943513761942271,1.0
RP11-314P15.2,-0.0070795594,-18.004435,0.9943513761942271,1.0
CTB-114C7.3,-0.0070795594,-18.122812,0.9943513761942271,1.0
BLACE,-0.0070795594,-18.012278,0.9943513761942271,1.0
RNF182,-0.0070795594,-17.620226,0.9943513761942271,1.0
RP11-815J21.2,-0.0070795594,-17.871805,0.9943513761942271,1.0
RP4-535B20.1,-0.0070795594,-17.661337,0.9943513761942271,1.0
RP11-341G23.4,-0.0070795594,-17.863125,0.9943513761942271,1.0
RP11-13A1.1,-0.0070795594,-17.907038,0.9943513761942271,1.0
PI4KAP2,-0.0070795594,-17.638233,0.9943513761942271,1.0
CTB-109A12.1,-0.0070795594,-18.47876,0.9943513761942271,1.0
AC004237.1,-0.0070795594,-18.01988,0.9943513761942271,1.0
AC093616.4,-0.0070795594,-18.755962,0.9943513761942271,1.0
C1QL3,-0.0070795594,-17.761065,0.9943513761942271,1.0
PGAM1P5,-0.0070795594,-18.20882,0.9943513761942271,1.0
IGFL2,-0.0070795594,-18.765522,0.9943513761942271,1.0
RP11-26N15.2,-0.0070795594,-17.359581,0.9943513761942271,1.0
RP11-269M20.3,-0.0070795594,-17.695717,0.9943513761942271,1.0
CTD-2245E15.3,-0.0070795594,-17.351955,0.9943513761942271,1.0
RP11-476B1.1,-0.0070795594,-17.841953,0.9943513761942271,1.0
KLHL34,-0.0070795594,-18.299265,0.9943513761942271,1.0
TPTE,-0.0070795594,-17.194374,0.9943513761942271,1.0
GYS2,-0.0070795594,-17.971075,0.9943513761942271,1.0
DGCR5,-0.0070795594,-18.659016,0.9943513761942271,1.0
TPO,-0.0070795594,-18.46403,0.9943513761942271,1.0
XXbac-BPG181M17.5,-0.0070795594,-17.243008,0.9943513761942271,1.0
RP11-148G20.1,-0.0070795594,-17.886028,0.9943513761942271,1.0
KRT36,-0.0070795594,-17.414383,0.9943513761942271,1.0
RP1-68D18.4,-0.0070795594,-18.379871,0.9943513761942271,1.0
RP11-529K1.3,-0.0070795594,-18.506588,0.9943513761942271,1.0
RP11-563P16.1,-0.0070795594,-18.16323,0.9943513761942271,1.0
RP11-565A3.2,-0.0070795594,-18.25661,0.9943513761942271,1.0
PPP1R17,-0.0070795594,-18.691479,0.9943513761942271,1.0
KRT14,-0.0070795594,-17.69059,0.9943513761942271,1.0
HAPLN1,-0.0070795594,-18.105074,0.9943513761942271,1.0
AP000439.2,-0.0070795594,-17.978014,0.9943513761942271,1.0
RAPGEF4-AS1,-0.0070795594,-17.901756,0.9943513761942271,1.0
LINC00664,-0.0070795594,-18.114567,0.9943513761942271,1.0
TPMTP1,-0.0070795594,-17.53541,0.9943513761942271,1.0
RP11-431D12.1,-0.0070795594,-18.343885,0.9943513761942271,1.0
RP1-85F18.6,-0.0070795594,-18.29736,0.9943513761942271,1.0
GTF2IP1,-0.0070795594,-18.345102,0.9943513761942271,1.0
AP000708.1,-0.0070795594,-18.002436,0.9943513761942271,1.0
RP11-188P17.2,-0.0070795594,-17.59479,0.9943513761942271,1.0
CTD-3193K9.3,-0.0070795594,-17.874596,0.9943513761942271,1.0
NDST4,-0.0070795594,-17.326653,0.9943513761942271,1.0
AP000695.6,-0.0070795594,-17.256323,0.9943513761942271,1.0
CTD-3149D2.4,-0.0070795594,-17.474169,0.9943513761942271,1.0
RPL13AP17,-0.0070795594,-17.6084,0.9943513761942271,1.0
CTD-3148I10.9,-0.0070795594,-17.941658,0.9943513761942271,1.0
CTD-3138B18.4,-0.0070795594,-17.83417,0.9943513761942271,1.0
AP000569.9,-0.0070795594,-17.529333,0.9943513761942271,1.0
GUSBP4,-0.0070795594,-18.218525,0.9943513761942271,1.0
RP11-183C12.1,-0.0070795594,-17.107477,0.9943513761942271,1.0
RPL12P1,-0.0070795594,-16.94999,0.9943513761942271,1.0
LINC00858,-0.0070795594,-17.769936,0.9943513761942271,1.0
RP11-476K15.1,-0.0070795594,-17.275078,0.9943513761942271,1.0
ACAN,-0.0070795594,-18.248503,0.9943513761942271,1.0
CTD-3001H11.1,-0.0070795594,-17.990576,0.9943513761942271,1.0
RP11-177G23.2,-0.0070795594,-18.159307,0.9943513761942271,1.0
CTD-2583A14.9,-0.0070795594,-17.966238,0.9943513761942271,1.0
RP11-177F15.1,-0.0070795594,-17.327309,0.9943513761942271,1.0
AC007386.2,-0.0070795594,-18.338026,0.9943513761942271,1.0
AC007386.4,-0.0070795594,-17.695272,0.9943513761942271,1.0
SMTNL1,-0.0070795594,-18.582094,0.9943513761942271,1.0
RP1-317E23.6,-0.0070795594,-18.191813,0.9943513761942271,1.0
RP11-145M4.3,-0.0070795594,-17.964594,0.9943513761942271,1.0
CTD-2568A17.5,-0.0070795594,-18.551462,0.9943513761942271,1.0
LINC01030,-0.0070795594,-18.17908,0.9943513761942271,1.0
RP11-421F16.3,-0.0070795594,-17.646263,0.9943513761942271,1.0
CTD-2143L24.1,-0.0070795594,-18.599533,0.9943513761942271,1.0
RP11-734K21.5,-0.0070795594,-17.640562,0.9943513761942271,1.0
CTD-2555O16.3,-0.0070795594,-17.8991,0.9943513761942271,1.0
RP11-10K17.6,-0.0070795594,-17.913816,0.9943513761942271,1.0
LINC00977,-0.0070795594,-18.361801,0.9943513761942271,1.0
RPL5P5,-0.0070795594,-17.42548,0.9943513761942271,1.0
CHRNB4,-0.0070795594,-17.969347,0.9943513761942271,1.0
SLC25A24P1,-0.0070795594,-18.035023,0.9943513761942271,1.0
RP11-147L13.8,-0.0070795594,-18.56075,0.9943513761942271,1.0
RP5-1142A6.2,-0.0070795594,-17.7834,0.9943513761942271,1.0
RP11-160C18.2,-0.0070795594,-17.826303,0.9943513761942271,1.0
AC004878.5,-0.0070795594,-18.668192,0.9943513761942271,1.0
RPL21P23,-0.0070795594,-18.48863,0.9943513761942271,1.0
TRIM67,-0.0070795594,-18.559254,0.9943513761942271,1.0
HLA-H,-0.0070795594,-17.643566,0.9943513761942271,1.0
AP000282.2,-0.0070795594,-18.42348,0.9943513761942271,1.0
CTD-2620I22.1,-0.0070795594,-17.962023,0.9943513761942271,1.0
LINC00941,-0.0070795594,-17.906166,0.9943513761942271,1.0
HCFC1-AS1,-0.0070795594,-18.056307,0.9943513761942271,1.0
CTC-482H14.5,-0.0070795594,-17.904922,0.9943513761942271,1.0
KLHL31,-0.0070795594,-17.780905,0.9943513761942271,1.0
RP11-422N16.3,-0.0070795594,-17.97315,0.9943513761942271,1.0
RP11-159H22.2,-0.0070795594,-18.056623,0.9943513761942271,1.0
RP5-1050D4.4,-0.0070795594,-17.741074,0.9943513761942271,1.0
PRPH,-0.0070795594,-18.318596,0.9943513761942271,1.0
RP11-104L21.3,-0.0070795594,-19.049545,0.9943513761942271,1.0
APCDD1L-AS1,-0.0070795594,-18.398426,0.9943513761942271,1.0
RP11-691H4.4,-0.0070795594,-18.831377,0.9943513761942271,1.0
CYP26A1,-0.0070795594,-18.25788,0.9943513761942271,1.0
CDH10,-0.0070795594,-18.127779,0.9943513761942271,1.0
RP11-6C14.1,-0.0070795594,-17.81697,0.9943513761942271,1.0
OR5P2,-0.0070795594,-18.021738,0.9943513761942271,1.0
GRIA2,-0.0070795594,-18.376694,0.9943513761942271,1.0
RP5-837I24.4,-0.0070795594,-19.347227,0.9943513761942271,1.0
AE000662.93,-0.0070795594,-17.962914,0.9943513761942271,1.0
PYY,-0.0070795594,-17.919266,0.9943513761942271,1.0
AC008132.12,-0.0070795594,-17.176632,0.9943513761942271,1.0
AC072061.2,-0.0070795594,-18.493702,0.9943513761942271,1.0
AP001625.6,-0.0070795594,-17.4911,0.9943513761942271,1.0
GRM4,-0.0070795594,-17.834393,0.9943513761942271,1.0
RP11-440I14.3,-0.0070795594,-19.210863,0.9943513761942271,1.0
CCR8,-0.0070795594,-18.480621,0.9943513761942271,1.0
RP11-202G11.2,-0.0070795594,-18.157734,0.9943513761942271,1.0
TMEM72,-0.0070795594,-18.43803,0.9943513761942271,1.0
RP11-1038A11.1,-0.0070795594,-17.372128,0.9943513761942271,1.0
PP2D1,-0.0070795594,-17.788677,0.9943513761942271,1.0
TSPAN16,-0.0070795594,-18.113062,0.9943513761942271,1.0
RP11-544D21.2,-0.0070795594,-18.13889,0.9943513761942271,1.0
RP11-103B5.2,-0.0070795594,-18.670774,0.9943513761942271,1.0
GPR62,-0.0070795594,-17.911905,0.9943513761942271,1.0
RP11-208K4.1,-0.0070795594,-17.097235,0.9943513761942271,1.0
RP11-20B24.5,-0.0070795594,-17.958136,0.9943513761942271,1.0
LGR5,-0.0070795594,-19.06092,0.9943513761942271,1.0
ADRA1D,-0.0070795594,-18.676136,0.9943513761942271,1.0
LINC00113,-0.0070795594,-17.750397,0.9943513761942271,1.0
TMEM56-RWDD3,-0.0070795594,-17.699415,0.9943513761942271,1.0
CTD-2012K14.3,-0.0070795594,-18.160454,0.9943513761942271,1.0
CYP4F29P,-0.0070795594,-18.090565,0.9943513761942271,1.0
RP11-203I2.1,-0.0070795594,-18.288696,0.9943513761942271,1.0
AC012065.7,-0.0070795594,-18.54157,0.9943513761942271,1.0
RP11-20J15.3,-0.0070795594,-18.018526,0.9943513761942271,1.0
RP11-555M1.3,-0.0070795594,-17.831097,0.9943513761942271,1.0
LINC00330,-0.0070795594,-17.837748,0.9943513761942271,1.0
RP11-433J8.2,-0.0070795594,-17.703785,0.9943513761942271,1.0
RP5-908D6.1,-0.0070795594,-18.45541,0.9943513761942271,1.0
RAB6C,-0.0070795594,-18.440405,0.9943513761942271,1.0
AC092301.3,-0.0070795594,-17.926685,0.9943513761942271,1.0
RP5-930J4.4,-0.0070795594,-17.93876,0.9943513761942271,1.0
RP11-532N4.2,-0.0070795594,-17.343489,0.9943513761942271,1.0
AC092620.2,-0.0070795594,-17.921497,0.9943513761942271,1.0
AC003084.2,-0.0070795594,-18.118706,0.9943513761942271,1.0
LINC00494,-0.0070795594,-18.175592,0.9943513761942271,1.0
AC012442.5,-0.0070795594,-17.675577,0.9943513761942271,1.0
RP11-678G14.3,-0.0070795594,-17.33633,0.9943513761942271,1.0
RP11-554D15.3,-0.0070795594,-18.280098,0.9943513761942271,1.0
CTD-2044J15.1,-0.0070795594,-17.943483,0.9943513761942271,1.0
L1CAM,-0.0070795594,-18.80961,0.9943513761942271,1.0
TRPC3,-0.0070795594,-18.966688,0.9943513761942271,1.0
WASH6P,-0.0070795594,-17.09949,0.9943513761942271,1.0
RP11-445F6.2,-0.0070795594,-18.182262,0.9943513761942271,1.0
AQP6,-0.0070795594,-17.222258,0.9943513761942271,1.0
AC087501.1,-0.0070795594,-18.142002,0.9943513761942271,1.0
AC099342.1,-0.0070795594,-18.070578,0.9943513761942271,1.0
INSL3,-0.0070795594,-18.897514,0.9943513761942271,1.0
AANAT,-0.0070795594,-17.830626,0.9943513761942271,1.0
CEACAM7,-0.0070795594,-17.496872,0.9943513761942271,1.0
RP11-196G11.1,-0.0070795594,-17.925385,0.9943513761942271,1.0
RP5-888M10.2,-0.0070795594,-17.43278,0.9943513761942271,1.0
CTC-552D5.1,-0.0070795594,-18.162943,0.9943513761942271,1.0
SLC15A1,-0.0070795594,-18.410868,0.9943513761942271,1.0
GS1-259H13.10,-0.0070795594,-17.712742,0.9943513761942271,1.0
OR7E36P,-0.0070795594,-18.095585,0.9943513761942271,1.0
RP11-1060G2.2,-0.0070795594,-17.505638,0.9943513761942271,1.0
AP001172.2,-0.0070795594,-18.53235,0.9943513761942271,1.0
XX-FW83128A1.2,-0.0070795594,-17.612505,0.9943513761942271,1.0
RP11-702F3.4,-0.0070795594,-17.3814,0.9943513761942271,1.0
RP1-30E17.2,-0.0070795594,-17.979973,0.9943513761942271,1.0
AD000671.6,-0.0070795594,-18.393972,0.9943513761942271,1.0
RP4-758J18.10,-0.0070795594,-17.28351,0.9943513761942271,1.0
SLC5A7,-0.0070795594,-17.41262,0.9943513761942271,1.0
CTD-2313N18.5,-0.0070795594,-17.656294,0.9943513761942271,1.0
CTC-435M10.6,-0.0070795594,-17.913698,0.9943513761942271,1.0
RPL35AP21,-0.0070795594,-17.698322,0.9943513761942271,1.0
C9orf57,-0.0070795594,-17.581488,0.9943513761942271,1.0
RP11-464F9.21,-0.0070795594,-18.354736,0.9943513761942271,1.0
RP11-631F7.1,-0.0070795594,-18.573826,0.9943513761942271,1.0
RD3,-0.0070795594,-18.779041,0.9943513761942271,1.0
RP11-463O9.9,-0.0070795594,-17.728395,0.9943513761942271,1.0
TUBA3FP,-0.0070795594,-18.328241,0.9943513761942271,1.0
RP11-462B18.2,-0.0070795594,-17.418533,0.9943513761942271,1.0
CTD-2288O8.1,-0.0070795594,-18.06806,0.9943513761942271,1.0
DOC2GP,-0.0070795594,-17.437986,0.9943513761942271,1.0
RP11-1101K5.1,-0.0070795594,-17.77739,0.9943513761942271,1.0
VIL1,-0.0070795594,-17.581676,0.9943513761942271,1.0
RP11-57J16.1,-0.0070795594,-18.062748,0.9943513761942271,1.0
RP11-59H7.1,-0.0070795594,-18.34617,0.9943513761942271,1.0
NXPE4,-0.0070795594,-18.364195,0.9943513761942271,1.0
DUSP5P1,-0.0070795594,-18.071552,0.9943513761942271,1.0
RP11-640N11.2,-0.0070795594,-18.723896,0.9943513761942271,1.0
TET2-AS1,-0.0070795594,-17.529705,0.9943513761942271,1.0
DSCR9,-0.0070795594,-18.260752,0.9943513761942271,1.0
NOX5,-0.0070795594,-18.88972,0.9943513761942271,1.0
ACTA1,-0.0070795594,-18.199615,0.9943513761942271,1.0
GDF5OS,-0.0070795594,-17.453793,0.9943513761942271,1.0
CLLU1,-0.0070795594,-18.727098,0.9943513761942271,1.0
AC093724.2,-0.0070795594,-17.432705,0.9943513761942271,1.0
ABCC11,-0.0070795594,-17.468578,0.9943513761942271,1.0
RP11-23F23.2,-0.0070795594,-17.74076,0.9943513761942271,1.0
LIPJ,-0.0070795594,-18.235098,0.9943513761942271,1.0
TDRD15,-0.0070795594,-18.733974,0.9943513761942271,1.0
RP11-243M5.1,-0.0070795594,-18.131845,0.9943513761942271,1.0
