names,scores,logfoldchanges,pvals,pvals_adj
CTD-2373J19.1,-0.0070795594,-17.834265,0.9943513761942271,1.0
RP11-460I13.2,-0.0070795594,-18.185951,0.9943513761942271,1.0
RP1-151F17.1,-0.0070795594,-18.314058,0.9943513761942271,1.0
HORMAD2,-0.0070795594,-17.718369,0.9943513761942271,1.0
ALG1L2,-0.0070795594,-17.489704,0.9943513761942271,1.0
HIST1H3C,-0.0070795594,-17.40754,0.9943513761942271,1.0
ACTC1,-0.0070795594,-19.17919,0.9943513761942271,1.0
RP11-244F12.2,-0.0070795594,-18.46215,0.9943513761942271,1.0
RP11-172F10.1,-0.0070795594,-17.795698,0.9943513761942271,1.0
RP11-172F4.2,-0.0070795594,-17.558804,0.9943513761942271,1.0
RP11-607P23.1,-0.0070795594,-17.730053,0.9943513761942271,1.0
MORF4,-0.0070795594,-17.614252,0.9943513761942271,1.0
SLC39A5,-0.0070795594,-18.263117,0.9943513761942271,1.0
RP11-466F5.10,-0.0070795594,-17.777805,0.9943513761942271,1.0
RP11-409K20.6,-0.0070795594,-17.744516,0.9943513761942271,1.0
HEPACAM2,-0.0070795594,-18.282711,0.9943513761942271,1.0
RP11-63G10.3,-0.0070795594,-17.847034,0.9943513761942271,1.0
CLCNKA,-0.0070795594,-17.550472,0.9943513761942271,1.0
NR1I2,-0.0070795594,-17.705303,0.9943513761942271,1.0
CTD-2526A2.2,-0.0070795594,-18.310717,0.9943513761942271,1.0
CTD-2175A23.1,-0.0070795594,-17.899431,0.9943513761942271,1.0
RP11-574K11.31,-0.0070795594,-18.205532,0.9943513761942271,1.0
RP11-576D8.4,-0.0070795594,-17.933035,0.9943513761942271,1.0
RPS26P8,-0.0070795594,-17.204739,0.9943513761942271,1.0
RP11-74E22.4,-0.0070795594,-18.539743,0.9943513761942271,1.0
RP11-457K10.1,-0.0070795594,-18.312487,0.9943513761942271,1.0
RP11-73M7.9,-0.0070795594,-17.939373,0.9943513761942271,1.0
AC096649.3,-0.0070795594,-18.378418,0.9943513761942271,1.0
RP4-784A16.5,-0.0070795594,-18.668623,0.9943513761942271,1.0
RP11-419I17.1,-0.0070795594,-17.897877,0.9943513761942271,1.0
RP11-523H24.3,-0.0070795594,-17.828733,0.9943513761942271,1.0
RFESDP1,-0.0070795594,-17.631746,0.9943513761942271,1.0
RPS4XP20,-0.0070795594,-17.780756,0.9943513761942271,1.0
RP11-521D12.5,-0.0070795594,-18.496822,0.9943513761942271,1.0
ASTN1,-0.0070795594,-18.506386,0.9943513761942271,1.0
LPA,-0.0070795594,-18.05522,0.9943513761942271,1.0
RP11-526A4.1,-0.0070795594,-18.543962,0.9943513761942271,1.0
GGT8P,-0.0070795594,-17.815884,0.9943513761942271,1.0
ANKRD26P1,-0.0070795594,-18.01934,0.9943513761942271,1.0
RP1-27O5.3,-0.0070795594,-17.677734,0.9943513761942271,1.0
RP11-242P2.1,-0.0070795594,-17.956,0.9943513761942271,1.0
RP11-234B24.6,-0.0070795594,-17.493172,0.9943513761942271,1.0
AC016626.2,-0.0070795594,-17.37948,0.9943513761942271,1.0
ASS1P9,-0.0070795594,-17.398937,0.9943513761942271,1.0
RP11-24C3.2,-0.0070795594,-17.785164,0.9943513761942271,1.0
MPP4,-0.0070795594,-18.042229,0.9943513761942271,1.0
CTD-2277K2.1,-0.0070795594,-18.684462,0.9943513761942271,1.0
OPA1-AS1,-0.0070795594,-17.975016,0.9943513761942271,1.0
RP11-615I2.1,-0.0070795594,-17.338678,0.9943513761942271,1.0
SLC4A9,-0.0070795594,-17.878746,0.9943513761942271,1.0
RPS3AP29,-0.0070795594,-17.750132,0.9943513761942271,1.0
AC013394.2,-0.0070795594,-17.241247,0.9943513761942271,1.0
RP1-137D17.2,-0.0070795594,-17.298939,0.9943513761942271,1.0
RP11-143J24.1,-0.0070795594,-17.368132,0.9943513761942271,1.0
GARS,-0.007243906,0.64092505,0.9942202496948976,1.0
PRR5,-0.007585242,0.43265933,0.9939479105453123,1.0
PSMD6-AS2,-0.0076990207,-0.24374305,0.9938571309839096,1.0
INTS9,-0.007913936,0.61645305,0.9936856586969536,1.0
AC012360.4,-0.007964504,-17.456806,0.9936453123185842,1.0
RP5-866L20.1,-0.007964504,-17.6985,0.9936453123185842,1.0
RP11-1006G14.4,-0.007964504,-17.895828,0.9936453123185842,1.0
RP11-367H1.1,-0.007964504,-18.393562,0.9936453123185842,1.0
RP1-95L4.4,-0.007964504,-18.191683,0.9936453123185842,1.0
CTB-25B13.9,-0.007964504,-18.587793,0.9936453123185842,1.0
TRPM8,-0.007964504,-17.840483,0.9936453123185842,1.0
RP11-503E24.2,-0.007964504,-18.32447,0.9936453123185842,1.0
COMMD3-BMI1,-0.007964504,-18.351612,0.9936453123185842,1.0
RP11-367J7.3,-0.007964504,-18.699919,0.9936453123185842,1.0
PKD1L2,-0.007964504,-18.322485,0.9936453123185842,1.0
CUX2,-0.007964504,-18.35883,0.9936453123185842,1.0
RP11-366M4.8,-0.007964504,-18.374557,0.9936453123185842,1.0
ALOX12,-0.007964504,-18.431292,0.9936453123185842,1.0
ALMS1P,-0.007964504,-17.90598,0.9936453123185842,1.0
RP1-241P17.1,-0.007964504,-17.973997,0.9936453123185842,1.0
RP11-598F7.6,-0.007964504,-18.358103,0.9936453123185842,1.0
RP11-329B9.4,-0.007964504,-17.740482,0.9936453123185842,1.0
RP11-298I3.5,-0.007964504,-17.658398,0.9936453123185842,1.0
C11orf91,-0.007964504,-17.739305,0.9936453123185842,1.0
RP1-18D14.7,-0.007964504,-19.009514,0.9936453123185842,1.0
CLRN3,-0.007964504,-17.671383,0.9936453123185842,1.0
LCN8,-0.007964504,-18.93206,0.9936453123185842,1.0
RP5-901A4.1,-0.007964504,-17.857588,0.9936453123185842,1.0
RP11-463D19.2,-0.007964504,-18.20224,0.9936453123185842,1.0
RP1-309F20.4,-0.007964504,-17.627293,0.9936453123185842,1.0
CTD-2303H24.2,-0.007964504,-18.241398,0.9936453123185842,1.0
RP11-320G24.1,-0.007964504,-18.14435,0.9936453123185842,1.0
HMGB3P24,-0.007964504,-17.653095,0.9936453123185842,1.0
CNBD2,-0.007964504,-18.249308,0.9936453123185842,1.0
RP11-202A13.1,-0.007964504,-17.149214,0.9936453123185842,1.0
LHFPL1,-0.007964504,-18.370743,0.9936453123185842,1.0
RP11-157D23.2,-0.007964504,-17.502062,0.9936453123185842,1.0
TMEM63C,-0.007964504,-18.135828,0.9936453123185842,1.0
AL953854.2,-0.007964504,-18.109167,0.9936453123185842,1.0
SRL,-0.007964504,-18.056105,0.9936453123185842,1.0
RP11-290L1.2,-0.007964504,-18.12583,0.9936453123185842,1.0
RP11-545N8.3,-0.007964504,-18.279133,0.9936453123185842,1.0
RP11-697E2.7,-0.007964504,-17.449965,0.9936453123185842,1.0
RP11-378A13.1,-0.007964504,-17.939365,0.9936453123185842,1.0
AP006216.10,-0.007964504,-17.879997,0.9936453123185842,1.0
ONECUT2,-0.007964504,-18.288158,0.9936453123185842,1.0
C16orf96,-0.007964504,-18.40632,0.9936453123185842,1.0
CTA-363E6.7,-0.007964504,-18.206581,0.9936453123185842,1.0
C17orf105,-0.007964504,-17.694246,0.9936453123185842,1.0
ALB,-0.007964504,-17.753244,0.9936453123185842,1.0
FNBP1P1,-0.007964504,-17.688553,0.9936453123185842,1.0
C17orf66,-0.007964504,-18.96828,0.9936453123185842,1.0
IFNE,-0.007964504,-16.639671,0.9936453123185842,1.0
AP002856.5,-0.007964504,-18.564001,0.9936453123185842,1.0
RP11-368I23.2,-0.007964504,-18.659517,0.9936453123185842,1.0
SLC5A3,-0.007964504,-18.597,0.9936453123185842,1.0
AC013463.2,-0.007964504,-18.778982,0.9936453123185842,1.0
RP11-470E16.1,-0.007964504,-17.459044,0.9936453123185842,1.0
CXXC11,-0.007964504,-19.184391,0.9936453123185842,1.0
CDRT1-1,-0.007964504,-18.193071,0.9936453123185842,1.0
RP11-328C8.4,-0.007964504,-18.372204,0.9936453123185842,1.0
GRPEL2-AS1,-0.007964504,-18.15871,0.9936453123185842,1.0
AP001610.9,-0.007964504,-17.27585,0.9936453123185842,1.0
RP11-685B14.1,-0.007964504,-17.832804,0.9936453123185842,1.0
RP11-551L14.1,-0.007964504,-18.437452,0.9936453123185842,1.0
NUS1P1,-0.007964504,-17.928587,0.9936453123185842,1.0
HMGB1P8,-0.007964504,-17.949926,0.9936453123185842,1.0
CDHR5,-0.007964504,-17.852419,0.9936453123185842,1.0
IFNL1,-0.007964504,-18.761917,0.9936453123185842,1.0
RP11-1C8.6,-0.007964504,-18.163694,0.9936453123185842,1.0
GRIK3,-0.007964504,-17.705952,0.9936453123185842,1.0
TRERNA1,-0.007964504,-18.095228,0.9936453123185842,1.0
RP11-322E11.6,-0.007964504,-17.594933,0.9936453123185842,1.0
CYP1D1P,-0.007964504,-18.561205,0.9936453123185842,1.0
WHAMMP2,-0.007964504,-18.192513,0.9936453123185842,1.0
PRAMEF6,-0.007964504,-17.617868,0.9936453123185842,1.0
ITIH1,-0.007964504,-18.427435,0.9936453123185842,1.0
RP5-908M14.5,-0.007964504,-17.623587,0.9936453123185842,1.0
CTD-2117L12.1,-0.007964504,-17.24492,0.9936453123185842,1.0
CTD-2616J11.11,-0.007964504,-18.389797,0.9936453123185842,1.0
RP11-123O22.1,-0.007964504,-19.213703,0.9936453123185842,1.0
RPL7AP11,-0.007964504,-17.604565,0.9936453123185842,1.0
KLK14,-0.007964504,-17.247517,0.9936453123185842,1.0
RPL7AP34,-0.007964504,-17.952866,0.9936453123185842,1.0
CTD-2184D3.5,-0.007964504,-18.641516,0.9936453123185842,1.0
RP11-310E22.5,-0.007964504,-17.561222,0.9936453123185842,1.0
RP11-467I20.3,-0.007964504,-17.949545,0.9936453123185842,1.0
SPRR2A,-0.007964504,-18.180006,0.9936453123185842,1.0
CHGA,-0.007964504,-19.613958,0.9936453123185842,1.0
ZNF702P,-0.007964504,-17.76092,0.9936453123185842,1.0
NPFFR2,-0.007964504,-18.41059,0.9936453123185842,1.0
RP11-45F15.2,-0.007964504,-18.036871,0.9936453123185842,1.0
PGGT1BP1,-0.007964504,-17.89419,0.9936453123185842,1.0
RP11-49K24.8,-0.007964504,-17.636072,0.9936453123185842,1.0
RP11-180P8.1,-0.007964504,-17.890924,0.9936453123185842,1.0
RP11-95G17.2,-0.007964504,-18.479721,0.9936453123185842,1.0
RP13-20L14.1,-0.007964504,-17.916418,0.9936453123185842,1.0
RP11-338N10.2,-0.007964504,-17.755396,0.9936453123185842,1.0
CTD-2506J14.1,-0.007964504,-19.133642,0.9936453123185842,1.0
CLEC17A,-0.007964504,-18.66838,0.9936453123185842,1.0
TPT1P3,-0.007964504,-18.264448,0.9936453123185842,1.0
RPL21P11,-0.007964504,-17.687761,0.9936453123185842,1.0
RP11-466F5.8,-0.007964504,-18.152464,0.9936453123185842,1.0
CHRNB3,-0.007964504,-18.305006,0.9936453123185842,1.0
RP11-578F21.12,-0.007964504,-17.341955,0.9936453123185842,1.0
KB-431C1.5,-0.007964504,-17.856009,0.9936453123185842,1.0
RP11-456O19.2,-0.007964504,-18.641684,0.9936453123185842,1.0
RPL31P11,-0.007964504,-18.090837,0.9936453123185842,1.0
KB-1980E6.3,-0.007964504,-18.486475,0.9936453123185842,1.0
RP11-573D15.8,-0.007964504,-18.198027,0.9936453123185842,1.0
ANO7P1,-0.007964504,-18.104967,0.9936453123185842,1.0
RP11-574K11.5,-0.007964504,-17.82939,0.9936453123185842,1.0
KIRREL3,-0.007964504,-18.040068,0.9936453123185842,1.0
RP1-111D6.3,-0.007964504,-17.508535,0.9936453123185842,1.0
ANXA10,-0.007964504,-18.033615,0.9936453123185842,1.0
CTD-2562J15.4,-0.007964504,-18.564825,0.9936453123185842,1.0
SLC28A2,-0.007964504,-17.993431,0.9936453123185842,1.0
HDAC11-AS1,-0.007964504,-18.527172,0.9936453123185842,1.0
CHURC1-FNTB,-0.007964504,-17.712599,0.9936453123185842,1.0
CTD-2562J17.7,-0.007964504,-17.53069,0.9936453123185842,1.0
RP11-648L3.2,-0.007964504,-18.554821,0.9936453123185842,1.0
RP11-131L12.2,-0.007964504,-17.972769,0.9936453123185842,1.0
AC073934.6,-0.007964504,-18.481934,0.9936453123185842,1.0
CTD-2568A17.8,-0.007964504,-18.166405,0.9936453123185842,1.0
RP11-575L7.4,-0.007964504,-18.509317,0.9936453123185842,1.0
RP11-313J2.1,-0.007964504,-18.348972,0.9936453123185842,1.0
CTD-2576F9.2,-0.007964504,-18.642788,0.9936453123185842,1.0
IBA57-AS1,-0.007964504,-17.703964,0.9936453123185842,1.0
PPP1R12BP1,-0.007964504,-18.777153,0.9936453123185842,1.0
CTD-2116N17.1,-0.007964504,-17.697521,0.9936453123185842,1.0
CEP170P1,-0.007964504,-17.868889,0.9936453123185842,1.0
NPIPB9,-0.007964504,-17.811514,0.9936453123185842,1.0
CFL1P2,-0.007964504,-17.964077,0.9936453123185842,1.0
SLC17A7,-0.007964504,-18.01844,0.9936453123185842,1.0
CTB-180A7.3,-0.007964504,-18.826258,0.9936453123185842,1.0
CTD-3253I12.1,-0.007964504,-18.26513,0.9936453123185842,1.0
HTR1E,-0.007964504,-18.226728,0.9936453123185842,1.0
RP5-966M1.6,-0.007964504,-18.51739,0.9936453123185842,1.0
RP11-64D22.2,-0.007964504,-17.701952,0.9936453123185842,1.0
AP000974.1,-0.007964504,-18.43103,0.9936453123185842,1.0
LA16c-316G12.2,-0.007964504,-18.624119,0.9936453123185842,1.0
RP11-122C21.1,-0.007964504,-17.872978,0.9936453123185842,1.0
RP11-554E23.2,-0.007964504,-18.476997,0.9936453123185842,1.0
MATN1,-0.007964504,-18.33627,0.9936453123185842,1.0
SRD5A2,-0.007964504,-18.169676,0.9936453123185842,1.0
NCBP2-AS1,-0.007964504,-18.18214,0.9936453123185842,1.0
WASF3-AS1,-0.007964504,-17.869528,0.9936453123185842,1.0
CTB-22K21.2,-0.007964504,-17.855349,0.9936453123185842,1.0
AC092299.8,-0.007964504,-18.069588,0.9936453123185842,1.0
RP3-449M8.6,-0.007964504,-17.782063,0.9936453123185842,1.0
LA16c-444G7.1,-0.007964504,-17.239054,0.9936453123185842,1.0
RP3-323P24.3,-0.007964504,-17.985851,0.9936453123185842,1.0
RP11-332J15.4,-0.007964504,-18.285965,0.9936453123185842,1.0
RP11-90J7.2,-0.007964504,-17.455574,0.9936453123185842,1.0
ZNF534,-0.007964504,-18.116539,0.9936453123185842,1.0
AC012501.2,-0.007964504,-18.458261,0.9936453123185842,1.0
RP1-265C24.8,-0.007964504,-17.942102,0.9936453123185842,1.0
NR2E3,-0.007964504,-17.800953,0.9936453123185842,1.0
RP1-150O5.3,-0.007964504,-18.073296,0.9936453123185842,1.0
NDUFC2-KCTD14,-0.007964504,-17.55474,0.9936453123185842,1.0
AC005009.1,-0.007964504,-18.499767,0.9936453123185842,1.0
H19,-0.007964504,-18.241108,0.9936453123185842,1.0
HEPHL1,-0.007964504,-18.278456,0.9936453123185842,1.0
AC010148.1,-0.007964504,-17.763735,0.9936453123185842,1.0
RP11-317N12.1,-0.007964504,-18.308928,0.9936453123185842,1.0
CTD-2382E5.1,-0.007964504,-17.482607,0.9936453123185842,1.0
RP11-182J1.5,-0.007964504,-17.963722,0.9936453123185842,1.0
CTD-3126B10.1,-0.007964504,-18.155937,0.9936453123185842,1.0
RP11-587D21.4,-0.007964504,-18.608307,0.9936453123185842,1.0
CTD-2089O24.1,-0.007964504,-17.46041,0.9936453123185842,1.0
RP1-90G24.11,-0.007964504,-18.177437,0.9936453123185842,1.0
RP1-266L20.4,-0.007964504,-18.057028,0.9936453123185842,1.0
RP11-561B11.3,-0.007964504,-18.564167,0.9936453123185842,1.0
U91328.22,-0.007964504,-18.136703,0.9936453123185842,1.0
RP3-414A15.2,-0.007964504,-17.463177,0.9936453123185842,1.0
RP11-187E13.1,-0.007964504,-18.488792,0.9936453123185842,1.0
STPG2-AS1,-0.007964504,-18.234083,0.9936453123185842,1.0
RP11-303E16.6,-0.007964504,-17.726124,0.9936453123185842,1.0
RP11-671J11.6,-0.007964504,-17.928,0.9936453123185842,1.0
CTD-3194G12.2,-0.007964504,-18.467669,0.9936453123185842,1.0
RP1-154K9.2,-0.007964504,-17.721107,0.9936453123185842,1.0
RP11-381K20.5,-0.007964504,-18.433393,0.9936453123185842,1.0
RP11-758P17.3,-0.007964504,-17.967253,0.9936453123185842,1.0
RP11-707G14.1,-0.007964504,-18.739826,0.9936453123185842,1.0
CCDC116,-0.007964504,-18.683805,0.9936453123185842,1.0
FOXP1-AS1,-0.007964504,-18.386211,0.9936453123185842,1.0
ZC2HC1B,-0.007964504,-18.051828,0.9936453123185842,1.0
RP11-431N15.2,-0.007964504,-18.307972,0.9936453123185842,1.0
RP11-416I2.1,-0.007964504,-17.78983,0.9936453123185842,1.0
AC011899.10,-0.007964504,-18.224815,0.9936453123185842,1.0
ABCB6,-0.007964504,-17.90336,0.9936453123185842,1.0
RP11-239L20.6,-0.007964504,-18.341093,0.9936453123185842,1.0
GABRB1,-0.007964504,-17.618097,0.9936453123185842,1.0
RTEL1-TNFRSF6B,-0.007964504,-18.694824,0.9936453123185842,1.0
UBE2SP1,-0.007964504,-17.312372,0.9936453123185842,1.0
GP5,-0.007964504,-18.422813,0.9936453123185842,1.0
LINC00619,-0.007964504,-19.07466,0.9936453123185842,1.0
RP11-38L15.8,-0.007964504,-18.056307,0.9936453123185842,1.0
LZTS1-AS1,-0.007964504,-19.129,0.9936453123185842,1.0
ELAVL2,-0.007964504,-17.967117,0.9936453123185842,1.0
RP4-539M6.22,-0.007964504,-18.856493,0.9936453123185842,1.0
RP11-773H22.4,-0.007964504,-17.85593,0.9936453123185842,1.0
C21orf37,-0.007964504,-17.867674,0.9936453123185842,1.0
ABCA17P,-0.007964504,-18.31992,0.9936453123185842,1.0
RP11-1152H15.1,-0.007964504,-18.462831,0.9936453123185842,1.0
RP11-542C16.2,-0.007964504,-17.80812,0.9936453123185842,1.0
RP11-264L1.4,-0.007964504,-18.54397,0.9936453123185842,1.0
RP11-384K6.2,-0.007964504,-18.035494,0.9936453123185842,1.0
RP5-1024N4.4,-0.007964504,-18.263638,0.9936453123185842,1.0
RP11-218C14.8,-0.007964504,-18.300087,0.9936453123185842,1.0
AC004381.7,-0.007964504,-17.801704,0.9936453123185842,1.0
AC105402.4,-0.007964504,-18.61183,0.9936453123185842,1.0
LINC00640,-0.007964504,-18.297735,0.9936453123185842,1.0
RP11-473O4.4,-0.007964504,-18.698545,0.9936453123185842,1.0
LL09NC01-251B2.3,-0.007964504,-17.81315,0.9936453123185842,1.0
RP11-434H14.1,-0.007964504,-18.451195,0.9936453123185842,1.0
AC105053.4,-0.007964504,-18.352259,0.9936453123185842,1.0
RPSAP9,-0.007964504,-17.612,0.9936453123185842,1.0
C7orf72,-0.007964504,-18.033554,0.9936453123185842,1.0
RP5-1097P24.1,-0.007964504,-18.010355,0.9936453123185842,1.0
RP11-76G10.1,-0.007964504,-18.0041,0.9936453123185842,1.0
RP11-536O18.2,-0.007964504,-18.5095,0.9936453123185842,1.0
RP11-705O24.1,-0.007964504,-18.26015,0.9936453123185842,1.0
INTS4L2,-0.007964504,-18.090633,0.9936453123185842,1.0
RP11-739G5.1,-0.007964504,-18.223793,0.9936453123185842,1.0
RP5-1050D4.5,-0.007964504,-18.28841,0.9936453123185842,1.0
RP11-234B24.2,-0.007964504,-17.485437,0.9936453123185842,1.0
DNAJB7,-0.007964504,-18.34318,0.9936453123185842,1.0
LSMEM2,-0.007964504,-17.70827,0.9936453123185842,1.0
RP11-230B22.1,-0.007964504,-18.008108,0.9936453123185842,1.0
SEPT7P8,-0.007964504,-18.324522,0.9936453123185842,1.0
SF3A3P2,-0.007964504,-18.337748,0.9936453123185842,1.0
AC020594.5,-0.007964504,-18.039364,0.9936453123185842,1.0
RP11-399E6.4,-0.007964504,-17.93165,0.9936453123185842,1.0
RP11-388M20.2,-0.007964504,-17.945204,0.9936453123185842,1.0
C1orf105,-0.007964504,-17.936699,0.9936453123185842,1.0
CCDC144CP,-0.007964504,-18.506453,0.9936453123185842,1.0
RP11-789C2.1,-0.007964504,-19.00081,0.9936453123185842,1.0
LINC00563,-0.007964504,-17.983763,0.9936453123185842,1.0
AC079613.1,-0.007964504,-17.99076,0.9936453123185842,1.0
LINC00566,-0.007964504,-17.81479,0.9936453123185842,1.0
RP5-1050E16.1,-0.007964504,-17.966759,0.9936453123185842,1.0
MAB21L1,-0.007964504,-18.65523,0.9936453123185842,1.0
RP11-213G2.1,-0.007964504,-18.229294,0.9936453123185842,1.0
HNF4A,-0.007964504,-17.632189,0.9936453123185842,1.0
GDI2P2,-0.007964504,-17.936214,0.9936453123185842,1.0
PCDHB6,-0.007964504,-18.698097,0.9936453123185842,1.0
OR8G5,-0.007964504,-17.589546,0.9936453123185842,1.0
RP11-258F22.1,-0.007964504,-17.688574,0.9936453123185842,1.0
ATP1B3P1,-0.007964504,-18.12888,0.9936453123185842,1.0
RP11-526N18.1,-0.007964504,-17.892075,0.9936453123185842,1.0
PCDHB15,-0.007964504,-18.912647,0.9936453123185842,1.0
RP11-10H3.1,-0.007964504,-18.782438,0.9936453123185842,1.0
SEPT7P9,-0.007964504,-18.109264,0.9936453123185842,1.0
RP11-274B21.3,-0.007964504,-18.056131,0.9936453123185842,1.0
TACR3,-0.007964504,-18.269577,0.9936453123185842,1.0
XXbac-B33L19.3,-0.007964504,-17.6534,0.9936453123185842,1.0
AF127577.8,-0.007964504,-17.753284,0.9936453123185842,1.0
LINC00484,-0.007964504,-18.198357,0.9936453123185842,1.0
RP4-616B8.4,-0.007964504,-18.237526,0.9936453123185842,1.0
RP11-1079H9.1,-0.007964504,-18.515347,0.9936453123185842,1.0
LINC00277,-0.007964504,-17.84034,0.9936453123185842,1.0
RP4-761J14.8,-0.007964504,-18.46798,0.9936453123185842,1.0
RP11-6B4.1,-0.007964504,-17.733139,0.9936453123185842,1.0
RP11-226L15.5,-0.007964504,-17.267115,0.9936453123185842,1.0
CCT6P1,-0.007964504,-18.407124,0.9936453123185842,1.0
MYH16,-0.007964504,-17.90373,0.9936453123185842,1.0
RP11-840I19.5,-0.007964504,-18.228971,0.9936453123185842,1.0
CAPN14,-0.007964504,-18.358166,0.9936453123185842,1.0
DUOXA2,-0.007964504,-18.353413,0.9936453123185842,1.0
RP11-109E12.1,-0.007964504,-18.008625,0.9936453123185842,1.0
SGK2,-0.007964504,-17.955801,0.9936453123185842,1.0
RP4-734P14.4,-0.007964504,-18.042435,0.9936453123185842,1.0
RGPD1,-0.007964504,-18.633041,0.9936453123185842,1.0
XXbac-BPG249D20.9,-0.007964504,-18.473106,0.9936453123185842,1.0
FOXC2,-0.007964504,-18.60743,0.9936453123185842,1.0
RP11-7F18.2,-0.007964504,-18.315855,0.9936453123185842,1.0
CTC-510F12.4,-0.007964504,-18.149797,0.9936453123185842,1.0
AC006014.8,-0.007964504,-18.635536,0.9936453123185842,1.0
RP11-253E3.1,-0.007964504,-17.197866,0.9936453123185842,1.0
MNX1-AS2,-0.007964504,-18.081001,0.9936453123185842,1.0
C19orf26,-0.007964504,-18.459055,0.9936453123185842,1.0
RP11-728K20.1,-0.007964504,-18.306917,0.9936453123185842,1.0
UQCRBP1,-0.007964504,-18.466589,0.9936453123185842,1.0
LIMS3,-0.007964504,-18.221455,0.9936453123185842,1.0
RP11-406H23.2,-0.007964504,-17.805574,0.9936453123185842,1.0
RP11-79E3.2,-0.007964504,-17.60772,0.9936453123185842,1.0
RP11-438L7.3,-0.007964504,-17.828556,0.9936453123185842,1.0
RP11-286O18.1,-0.007964504,-17.753426,0.9936453123185842,1.0
MYLK2,-0.007964504,-18.389067,0.9936453123185842,1.0
MMP26,-0.007964504,-18.642788,0.9936453123185842,1.0
TBCE-AS1,-0.007964504,-18.508755,0.9936453123185842,1.0
DIO2-AS1,-0.007964504,-17.859882,0.9936453123185842,1.0
WT1,-0.007964504,-18.136602,0.9936453123185842,1.0
RP4-724E13.2,-0.007964504,-17.84124,0.9936453123185842,1.0
GPR174,-0.007964504,-19.14835,0.9936453123185842,1.0
GPR17,-0.007964504,-18.747423,0.9936453123185842,1.0
RP11-42O15.3,-0.007964504,-17.846643,0.9936453123185842,1.0
RP4-621B10.8,-0.007964504,-17.836382,0.9936453123185842,1.0
GPR115,-0.007964504,-17.880571,0.9936453123185842,1.0
TBC1D28,-0.007964504,-18.016903,0.9936453123185842,1.0
RP11-281O15.4,-0.007964504,-18.204588,0.9936453123185842,1.0
GML,-0.007964504,-18.913086,0.9936453123185842,1.0
RP5-1022P6.3,-0.007964504,-18.339268,0.9936453123185842,1.0
RP11-227G15.3,-0.007964504,-17.708374,0.9936453123185842,1.0
RP11-255J3.2,-0.007964504,-17.824785,0.9936453123185842,1.0
RP11-140L24.3,-0.007964504,-18.571096,0.9936453123185842,1.0
TCL1B,-0.007964504,-19.252516,0.9936453123185842,1.0
RP11-798G7.7,-0.007964504,-18.045197,0.9936453123185842,1.0
ABCC6P2,-0.007964504,-17.993608,0.9936453123185842,1.0
DCAF8-1,-0.007964504,-18.268888,0.9936453123185842,1.0
IGLL1,-0.007964504,-19.023397,0.9936453123185842,1.0
ARHGAP31-AS1,-0.007964504,-18.504242,0.9936453123185842,1.0
RP11-47P18.1,-0.007964504,-17.768528,0.9936453123185842,1.0
RP11-219B4.7,-0.007964504,-18.197546,0.9936453123185842,1.0
RP11-383I23.2,-0.007964504,-17.875975,0.9936453123185842,1.0
RP3-514P16.1,-0.007964504,-17.274212,0.9936453123185842,1.0
RP4-607I7.1,-0.007964504,-18.082005,0.9936453123185842,1.0
SRCIN1,-0.008350087,0.3604142,0.9933376717253404,1.0
MORC2-AS1,-0.008394334,-0.037579533,0.9933023687689336,1.0
PSAT1,-0.008451223,0.11148779,0.9932569792728305,1.0
GHITM,-0.008546039,0.37188002,0.9931813301612257,1.0
ZNF703,-0.008735671,0.4208765,0.9930300321225909,1.0
RP11-142A5.1,-0.008849449,-18.003426,0.9929392534193657,1.0
ARL14,-0.008849449,-18.329863,0.9929392534193657,1.0
