dataset,patient_id,identity_pool,n_cells,module,mean_score,median_score,n_genes_available,mean_genes_detected,module_status
GSE302356,LAM32,unrestricted_lam,5996,ifn_response,0.5558493745646668,0.5222137272268523,9,2.5066711140760507,analyzable
GSE302356,LAM32,unrestricted_lam,5996,immune_evasion,0.4684890468242772,0.4416750298823854,7,1.3639092728485658,analyzable
GSE302356,LAM32,unrestricted_lam,5996,inflammatory,0.28636015487653455,0.25667050451286055,10,1.638925950633756,analyzable
GSE302356,LAM32,unrestricted_lam,5996,macrophage_markers,0.5670847362411671,0.3509971336379246,7,1.7373248832555037,analyzable
GSE302356,LAM32,unrestricted_lam,5996,macrophage_suppressive,0.4600932993020168,0.31386502519803816,8,1.6624416277518346,analyzable
GSE302356,LAM32,unrestricted_lam,5996,nk_ligands,0.02255142746953705,0.0,5,0.10290193462308206,partial_coverage
GSE302356,LAM32,unrestricted_lam,5996,nk_markers,0.41907479255110336,0.0,4,0.6067378252168112,analyzable
GSE302356,LAM32,unrestricted_lam,5996,nk_state,0.4227627634462235,0.0,5,0.8103735823882589,analyzable
GSE302356,LAM32,unrestricted_lam,5996,presentation_machinery,1.379664823280952,1.4057067635410845,12,5.970146764509673,analyzable
GSE302356,LAM32,unrestricted_lam,5996,stem_like,0.089465576410372,0.0,10,0.5046697798532355,analyzable
GSE302356,LAM32,unrestricted_lam,5996,t_cell_exhaustion,0.06280631827072773,0.0,5,0.2459973315543696,analyzable
GSE302356,LAM32,unrestricted_lam,5996,t_cell_markers,0.17712452806928303,0.0,6,0.6034022681787858,analyzable
GSE302356,LAM50,broad_lam_like,1332,antigen_associated,0.17675324882072777,0.1697178020411877,6,0.7792792792792793,analyzable
GSE302356,LAM50,broad_lam_like,1332,cd8_cytotoxicity,0.008530738830412403,0.0,5,0.06456456456456457,analyzable
GSE302356,LAM50,broad_lam_like,1332,identity_protected,0.04723724392096876,0.0,6,0.26576576576576577,partial_coverage
GSE302356,LAM50,broad_lam_like,1332,ifn_response,0.13720200896657964,0.11156147174142475,9,1.5112612612612613,analyzable
GSE302356,LAM50,broad_lam_like,1332,immune_evasion,0.19529660437305638,0.17418242975506953,7,1.6193693693693694,analyzable
GSE302356,LAM50,broad_lam_like,1332,inflammatory,0.23190818206656916,0.21212730941154573,10,2.0915915915915915,analyzable
GSE302356,LAM50,broad_lam_like,1332,macrophage_markers,0.029874149113955136,0.0,7,0.2972972972972973,analyzable
GSE302356,LAM50,broad_lam_like,1332,macrophage_suppressive,0.029425478516719124,0.0,8,0.3280780780780781,analyzable
GSE302356,LAM50,broad_lam_like,1332,nk_ligands,0.006210253774313213,0.0,5,0.05780780780780781,partial_coverage
GSE302356,LAM50,broad_lam_like,1332,nk_markers,0.03280841050218728,0.0,4,0.1539039039039039,analyzable
GSE302356,LAM50,broad_lam_like,1332,nk_state,0.02947226165056826,0.0,5,0.17417417417417416,analyzable
GSE302356,LAM50,broad_lam_like,1332,presentation_machinery,0.27578888445184324,0.2387859529847837,12,3.604354354354354,analyzable
GSE302356,LAM50,broad_lam_like,1332,stem_like,0.04676310712566494,0.0,10,0.5885885885885885,analyzable
GSE302356,LAM50,broad_lam_like,1332,t_cell_exhaustion,0.2497428177634568,0.1832837949403746,5,0.6756756756756757,analyzable
GSE302356,LAM50,broad_lam_like,1332,t_cell_markers,0.006242968828866963,0.0,6,0.0533033033033033,analyzable
GSE302356,LAM50,high_confidence,725,antigen_associated,0.23614387217855273,0.2123889247084189,6,1.2110344827586208,analyzable
GSE302356,LAM50,high_confidence,725,cd8_cytotoxicity,0.014343379602824658,0.0,5,0.19724137931034483,analyzable
GSE302356,LAM50,high_confidence,725,identity_protected,0.16868691113990705,0.1280891432715103,6,1.3793103448275863,partial_coverage
GSE302356,LAM50,high_confidence,725,ifn_response,0.1664174308034006,0.1408483753860035,9,2.470344827586207,analyzable
GSE302356,LAM50,high_confidence,725,immune_evasion,0.22316220794192607,0.2140007122960345,7,2.4648275862068965,analyzable
GSE302356,LAM50,high_confidence,725,inflammatory,0.2502310478479272,0.23883946027703,10,2.9075862068965517,analyzable
GSE302356,LAM50,high_confidence,725,macrophage_markers,0.05305646285736361,0.0,7,0.8110344827586207,analyzable
GSE302356,LAM50,high_confidence,725,macrophage_suppressive,0.057096933468030193,0.0,8,0.9227586206896552,analyzable
GSE302356,LAM50,high_confidence,725,nk_ligands,0.0084066755544132,0.0,5,0.13793103448275862,partial_coverage
GSE302356,LAM50,high_confidence,725,nk_markers,0.04736166890323745,0.0,4,0.33655172413793105,analyzable
GSE302356,LAM50,high_confidence,725,nk_state,0.04442543899441959,0.0,5,0.4110344827586207,analyzable
GSE302356,LAM50,high_confidence,725,presentation_machinery,0.32615529670764504,0.2970191497630402,12,5.364137931034483,analyzable
GSE302356,LAM50,high_confidence,725,stem_like,0.06791282275814382,0.0480748168528712,10,1.1544827586206896,analyzable
GSE302356,LAM50,high_confidence,725,t_cell_exhaustion,0.295331854380974,0.3060025588584315,5,1.0344827586206897,analyzable
GSE302356,LAM50,high_confidence,725,t_cell_markers,0.010474544449601903,0.0,6,0.2317241379310345,analyzable
GSE302356,LAM50,unrestricted_lam,1328,antigen_associated,0.0061354462689146615,0.0,6,0.024849397590361446,analyzable
GSE302356,LAM50,unrestricted_lam,1328,cd8_cytotoxicity,0.023344168394281235,0.0,5,0.08132530120481928,analyzable
GSE302356,LAM50,unrestricted_lam,1328,identity_protected,0.0,0.0,6,0.0,partial_coverage
GSE302356,LAM50,unrestricted_lam,1328,ifn_response,0.1373685622901432,0.09683508346854139,9,1.1370481927710843,analyzable
GSE302356,LAM50,unrestricted_lam,1328,immune_evasion,0.19284791188089848,0.1547816212287382,7,1.1641566265060241,analyzable
GSE302356,LAM50,unrestricted_lam,1328,inflammatory,0.22766189153935043,0.19787524841584214,10,1.6634036144578312,analyzable
GSE302356,LAM50,unrestricted_lam,1328,macrophage_markers,0.03703593381819967,0.0,7,0.2341867469879518,analyzable
GSE302356,LAM50,unrestricted_lam,1328,macrophage_suppressive,0.03578214295671199,0.0,8,0.2575301204819277,analyzable
GSE302356,LAM50,unrestricted_lam,1328,nk_ligands,0.007157917705490448,0.0,5,0.035391566265060244,partial_coverage
GSE302356,LAM50,unrestricted_lam,1328,nk_markers,0.04448682697402469,0.0,4,0.125,analyzable
GSE302356,LAM50,unrestricted_lam,1328,nk_state,0.040043214173949127,0.0,5,0.1408132530120482,analyzable
GSE302356,LAM50,unrestricted_lam,1328,presentation_machinery,0.3062537768235435,0.2496465722746618,12,2.898343373493976,analyzable
GSE302356,LAM50,unrestricted_lam,1328,stem_like,0.04259332725916339,0.0,10,0.4118975903614458,analyzable
GSE302356,LAM50,unrestricted_lam,1328,t_cell_exhaustion,0.21385183425738413,0.0,5,0.5150602409638554,analyzable
GSE302356,LAM50,unrestricted_lam,1328,t_cell_markers,0.01705982526299547,0.0,6,0.08207831325301204,analyzable
