gene,KO_vehicle_minus_WT_vehicle,KO_rapamycin_minus_KO_vehicle,KO_rapamycin_vs_WT_vehicle_descriptive
CACNA2D2,-2.213323559999999,-0.221755803333334,-2.435079363333333
CDT1,-0.5881618483333334,0.34623062633333335,-0.24193122200000006
PCDH10,-0.055282683000000166,-0.05138647366666671,-0.10666915666666688
MAGI1,-0.15767749166666745,-0.12573021266666595,-0.2834077043333334
WDR70,-0.01699807233333339,0.2944461326666665,0.27744806033333314
LOC105374631,,,
HYAL3,-0.2078538936666665,-0.5141189660000007,-0.7219728596666672
USP46,0.14275588250000038,0.3531048426666663,0.4958607251666667
LOC157503,,,
KIAA0513,-0.035668891000000036,0.21114417566666654,0.1754752846666665
LOC105378702,0.3919763033333332,-1.3439555799999994,-0.9519792766666662
FRRS1,-0.713760736666667,-1.0443534923333329,-1.7581142289999998
CLRN1,-0.02829525466666638,2.549458273333335,2.5211630186666687
MXD4,2.299140306666665,3.630578353333334,5.929718659999999
ZNF821,-0.25269271366666657,-0.2115455930000003,-0.4642383066666669
TUBB2A,,,
HIPK2,-2.2672691428888907,0.9443792937777769,-1.3228898491111138
PRRC2B,-2.9594332718888907,2.14421971155555,-0.8152135603333406
ETS1,-0.8277816601666661,-1.2459103135000005,-2.0736919736666666
C17orf99,0.09051867899999988,-0.52873682,-0.4382181410000001
SPRY1,1.630937028,1.5889907216666668,3.2199277496666667
DHX57,2.4848742253333342,0.9509087286666666,3.435782954000001
CCDC187,,,
ATG16L1,-1.6089399171666656,1.3148101595000004,-0.29412975766666527
BCAS1,,,
ABCB6,1.8516835583333329,-2.7643910846666664,-0.9127075263333335
MIR1-1HG,0.08632162600000004,-0.1622980960000001,-0.07597647000000007
TMEM54,-5.785824517333333,1.683556813,-4.102267704333333
OGDHL,,,
RSL1D1,7.091726911722223,9.41653555711111,16.508262468833333
HIST1H2BC,-1.4669264490000002,2.7989521010000002,1.332025652
SUPV3L1,0.9021139539999998,-0.21237145466666618,0.6897424993333336
BEAN1,-0.29565578950000004,-0.2739409053333335,-0.5695966948333335
EPM2AIP1,1.3571534896666657,1.6704465341666657,3.0276000238333314
CYP11A1,-2.183111898000001,0.23166999833333346,-1.9514418996666671
AOAH,-0.42155793633333394,-1.4755030676666665,-1.8970610040000004
PLK1,1.1813148380000005,-0.4532615223333334,0.7280533156666671
CTCF,-1.8464275053333337,0.6925935366666662,-1.1538339686666674
OR51E1,-0.10403243866666667,-0.24201207283333304,-0.3460445114999997
BCL2,,,
CLYBL,-0.3045661686666663,0.7397175943333334,0.4351514256666671
DYNLT3,-0.7227037699999954,-0.9188426000000014,-1.6415463699999968
RGS3,3.3828670999999986,3.4047394851666635,6.787606585166662
CSN1S2AP,-0.545390812,-0.20908945333333318,-0.7544802653333331
LOC101929076,-0.119757047,-0.26861408666666686,-0.38837113366666687
EIF4E,2.4400408766666715,-8.806844420000001,-6.366803543333329
