probe_or_gene,tsc2_loss,residual_after_rapamycin,genotype_dependent_rapamycin_response,signed_residual_ratio,absolute_residual_ratio,residual_class
Rrp36,-0.13937224949999916,-0.25552915549999966,-0.1161569060000005,,,unclassified
Adig,-0.30600245949999927,-0.20691590449999886,0.09908655500000041,,,unclassified
Nle1,0.03896274499999919,-0.09521629500000017,-0.13417903999999936,,,unclassified
Tmem192,0.5277358119999995,0.15267517550000065,-0.3750606364999989,0.28930228350696197,0.28930228350696197,partial_rescue_residual
P2ry14,0.23175778550000015,-0.0520821834999996,-0.28383996899999975,,,unclassified
Slc25a25,0.04080891100000095,-0.018009947999999554,-0.0588188590000005,,,unclassified
Eef2,-0.15990573999999924,-0.06708746500000018,0.09281827499999906,,,unclassified
Ap5m1,-0.03233935733333304,-0.06481757733333371,-0.03247822000000067,,,unclassified
Jmjd8,0.1575000160000002,0.18919193199999995,0.031691915999999765,,,unclassified
Sds,0.052662804500000604,-0.017646107000000022,-0.07030891150000063,,,unclassified
Phykpl,0.040710332000000626,-0.07897204824999982,-0.11968238025000044,,,unclassified
Kif1c,0.10268739183333331,0.18158446233333336,0.07889707050000005,,,unclassified
Galnt11,-0.0009973945000005813,0.040787895999999435,0.041785290500000016,,,unclassified
Wdfy1,-0.26794123500000033,-0.32153389149999967,-0.053592656499999336,,,unclassified
Zbtb1,-0.08699751500000019,-0.035454546999999614,0.05154296800000058,,,unclassified
Abt1,-0.024848006999999228,0.03919027400000097,0.0640382810000002,,,unclassified
Nudt14,0.23993053849999946,0.30928171049999964,0.06935117200000018,,,unclassified
Ms4a7,0.6047682420000005,1.0863710374999993,0.48160279549999885,1.7963427343792278,1.7963427343792278,worsened_residual
Hip1,0.008006338166667959,0.09257676866666742,0.08457043049999946,,,unclassified
Plppr2,-0.0679473969999993,-0.2507129534999999,-0.1827655565000006,,,unclassified
Serpina10,0.16677544550000079,-0.10634596600000013,-0.2731214115000009,,,unclassified
Arrdc4,0.08982923499999984,-0.13288590099999986,-0.2227151359999997,,,unclassified
Smyd2,0.041024277000001774,0.023170592999999684,-0.01785368400000209,,,unclassified
Tcaf2,0.15938606749999984,0.27984618749999957,0.12046011999999973,,,unclassified
Rsph9,0.25468740999999984,-0.10629252200000039,-0.3609799320000002,,,unclassified
Sez6l,0.2970547124999996,-0.04258233650000065,-0.33963704900000025,,,unclassified
Eps15l1,0.001636604749999826,0.034409209999999746,0.03277260524999992,,,unclassified
Ercc6l,-0.07325535349999956,-0.039743195000000675,0.03351215849999889,,,unclassified
Cdh22,-0.44213519300000037,0.006815634999999709,0.4489508280000001,,,unclassified
Cald1,-0.16994693000000005,0.1795146066666664,0.34946153666666646,,,unclassified
H2afj,0.04339115233333235,-0.029713485666665207,-0.07310463799999756,,,unclassified
Mvb12a,-0.02771578800000185,-0.020055034833333707,0.007660753166668144,,,unclassified
Ears2,0.0021280299999997254,-0.11369375133333293,-0.11582178133333265,,,unclassified
Oas1a,0.5708172095000013,0.7783798779999991,0.20756266849999783,1.3636237048315505,1.3636237048315505,worsened_residual
Slc25a28,-0.19598071249999904,-0.057134591999999707,0.13884612049999934,,,unclassified
Dcaf4,0.02051193650000016,-0.053342810500000226,-0.07385474700000039,,,unclassified
Reep3,-0.05059115587500074,0.02826530725000076,0.0788564631250015,,,unclassified
Dram2,-0.07958524425000046,0.04000040425000062,0.11958564850000108,,,unclassified
Zfp991,0.23408078549999978,-0.009643086500000564,-0.24372387200000034,,,unclassified
Angptl6,0.2923797214999997,0.1934718060000007,-0.098907915499999,,,unclassified
Wdr45,-0.17362011650000042,0.10818337350000107,0.2818034900000015,,,unclassified
Kri1,0.13633066399999905,-0.07015535400000061,-0.20648601799999966,,,unclassified
Zscan22,0.12626801999999948,-0.07685348850000029,-0.20312150849999977,,,unclassified
Slc25a42,-0.24222147149999973,-0.24054279749999985,0.00167867399999988,,,unclassified
Bcam,0.15060177400000008,0.10270868650000065,-0.04789308749999943,,,unclassified
Rpp40,-0.18845772999999966,0.005290577500000282,0.19374830749999994,,,unclassified
Pbp2,-0.2494718735000001,-0.1776005534999996,0.07187132000000052,,,unclassified
Rnf186,0.142012319,-0.2969996115000004,-0.4390119305000004,,,unclassified
1700001O22Rik,0.025104205999999962,-0.154428888,-0.17953309399999995,,,unclassified
Ccsap,-0.08630928050000009,0.10291612224999991,0.18922540275,,,unclassified
Pitx2,0.12514725449999986,0.2178313467500006,0.09268409225000074,,,unclassified
Adam5,-0.13343068649999967,-0.017599433000000886,0.11583125349999879,,,unclassified
Gcc1,-0.05662961799999966,-0.04036528225000069,0.01626433574999897,,,unclassified
Luc7l3,-0.06099094550000039,0.00285644875000024,0.06384739425000063,,,unclassified
Mios,-0.19389827575000051,-0.010651862749998742,0.18324641300000177,,,unclassified
Tmem214,0.005520340750001296,-0.08133686724999833,-0.08685720799999963,,,unclassified
Lama4,0.1180878747499996,0.2294374462499995,0.11134957149999991,,,unclassified
Crb3,0.04411391983333335,-0.011491843166666627,-0.055605762999999975,,,unclassified
Tasp1,0.06881532999999962,-0.08862486424999982,-0.15744019424999944,,,unclassified
Nat8f5,-0.05031010949999981,0.005181288499999326,0.05549139799999914,,,unclassified
BC017158,-0.39243609950000113,0.05049735149999979,0.4429334510000009,,,unclassified
Fam149b,0.22265390800000073,-0.10259232900000015,-0.3252462370000009,,,unclassified
Bcl2l14,-0.1680925952500001,-0.17419225949999984,-0.006099664249999748,,,unclassified
Gys2,-0.2878662665,-0.13670036699999955,0.15116589950000048,,,unclassified
Cecr5,-0.045551151499999776,-0.23031080649999947,-0.1847596549999997,,,unclassified
Spef1,0.05593144150000029,-0.17713956049999968,-0.23307100199999997,,,unclassified
Alg12,-0.028594358499999473,-0.03869336650000044,-0.010099008000000964,,,unclassified
Ric8a,-0.17244521275000047,-0.0477724736250007,0.12467273912499977,,,unclassified
Ndfip1,-0.1393548818333361,0.01979074000000125,0.15914562183333736,,,unclassified
Slain1,0.026084937833333655,0.07278647900000035,0.046701541166666694,,,unclassified
Glycam1,0.129531526500001,-0.009019068499998895,-0.1385505949999999,,,unclassified
Mtss1,0.4107323064999999,0.7154508530000019,0.30471854650000196,,,unclassified
Csnk1a1,0.0338240316666667,0.09073786799999972,0.05691383633333302,,,unclassified
Fh1,0.2979970930000011,0.23742097049999877,-0.06057612250000233,,,unclassified
Tor4a,0.3073836520000004,0.17255217399999978,-0.13483147800000062,,,unclassified
Ccnk,-0.05781419349999961,0.06068900550000045,0.11850319900000006,,,unclassified
Cpne2,0.2765395985000003,0.15941487099999918,-0.11712472750000114,,,unclassified
Cd300ld,0.0327764945000002,0.08636679950000037,0.05359030500000017,,,unclassified
Gstm4,-0.003639920499999505,0.11479152549999938,0.11843144599999889,,,unclassified
Clasp2,-0.12578567500000037,-0.04828534416666663,0.07750033083333374,,,unclassified
Rnf113a1,-0.01127889699999951,-0.14484624700000026,-0.13356735000000075,,,unclassified
Ncmap,-0.00247831199999915,-0.36356764300000055,-0.3610893310000014,,,unclassified
Nsun4,-0.020061070749998855,-0.13102838599999966,-0.11096731525000081,,,unclassified
Rbks,0.09428489700000053,-0.06805357000000001,-0.16233846700000054,,,unclassified
Arhgap24,0.17499920749999998,0.2857212284999999,0.11072202099999995,,,unclassified
Angel1,-0.06977356450000016,-0.0066485555000008745,0.06312500899999929,,,unclassified
Cep68,0.0019994733749992832,0.034346492750000124,0.03234701937500084,,,unclassified
Nefh,0.10850185650000022,-0.12985486150000014,-0.23835671800000036,,,unclassified
Kcnma1,0.12254334524999955,-0.06681055924999946,-0.189353904499999,,,unclassified
Wdr62,0.3921375994999998,-0.1526764269999994,-0.5448140264999992,,,unclassified
Map3k1,-0.06527534050000039,-0.03376800250000045,0.03150733799999994,,,unclassified
Chchd5,0.01207662474999971,-0.16130235275000082,-0.17337897750000053,,,unclassified
Olah,0.10154597574999968,-0.012121591000000542,-0.11366756675000023,,,unclassified
Atp1a3,-0.0011307972499992047,-0.018843013249999707,-0.017712216000000502,,,unclassified
Trim34a,0.18528619725000084,0.23128144599999967,0.04599524874999883,,,unclassified
L2hgdh,0.05380708650000088,-0.023558589000000296,-0.07736567550000117,,,unclassified
Homer3,0.2449203219999987,0.018962794500000157,-0.22595752749999853,,,unclassified
D930016D06Rik,-0.03473592175000029,-0.22544910250000072,-0.19071318075000043,,,unclassified
Mib2,-0.025952892000000283,-0.052303895500000586,-0.026351003500000303,,,unclassified
Hipk2,0.06872317190000032,-0.0013198097000000075,-0.07004298160000033,,,unclassified
Pyy,0.08236003449999973,-0.22183128450000034,-0.30419131900000007,,,unclassified
Usp43,-0.01731428474999941,-0.03299733924999959,-0.015683054500000182,,,unclassified
Glyat,0.017553794333332817,-0.14405628066666676,-0.16161007499999958,,,unclassified
Dhrs7b,0.11034387800000012,-0.0973534884999987,-0.20769736649999881,,,unclassified
Osbpl10,-0.1594574194999998,-0.05321724700000008,0.10624017249999973,,,unclassified
Ubald1,-0.34465790049999967,-0.09398202449999893,0.25067587600000074,,,unclassified
Zfp932,-0.23157656800000037,0.060971967500000446,0.2925485355000008,,,unclassified
Rnf2,-0.029131848333332933,-0.015557401166665485,0.013574447166667447,,,unclassified
Ptbp1,0.06990287400000028,-0.023989142749999637,-0.09389201674999992,,,unclassified
Spg20,-0.021152926833334362,0.06162731783333353,0.08278024466666789,,,unclassified
Alad,0.7381905505000006,0.4267057965000003,-0.3114847540000003,0.5780428863671833,0.5780428863671833,partial_rescue_residual
Trib1,-0.05547751300000048,-0.1940800049999991,-0.13860249199999863,,,unclassified
Nt5dc2,-0.1866040489999996,-0.3140511059999991,-0.12744705699999948,,,unclassified
Klhdc8a,-0.22696334449999966,0.10047547599999973,0.3274388204999994,,,unclassified
Ptprd,-0.4033586224999999,-0.26742938633333413,0.13592923616666575,,,unclassified
Klhdc4,-0.1321654015,-0.1595662244999989,-0.02740082299999891,,,unclassified
March2,0.05029843899999964,-0.05975598850000008,-0.11005442749999972,,,unclassified
Nupl2,-0.29130089449999996,-0.10317272850000059,0.18812816599999937,,,unclassified
Bnc1,1.7264199005000007,2.1144326734999996,0.3880127729999989,1.2247499422867079,1.2247499422867079,worsened_residual
Zw10,0.000846051999999986,-0.1557250959999994,-0.15657114799999938,,,unclassified
Zkscan5,-0.2333497112499998,-0.0856180154999997,0.1477316957500001,,,unclassified
Rab13,-0.08589873450000063,0.041573863999998295,0.12747259849999892,,,unclassified
