dataset_id,tree_kind,role,organism,relative_path,filename,file_category,provenance_status,size_bytes,size_gib,source_url,file_source_url,checksum_type,checksum,checksum_status,manifest_status,verification_note,dataset_notes
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795555_3_1998I.sst-rma-gene-full.chp.gz,GSM2795555_3_1998I.sst-rma-gene-full.chp.gz,derived_extracted,derived_local,467896,0.000436,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,ab4b479b8ef2b2de92dffab13c145231e762b6cd65d14708b3d07e0422dab224,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795556_4_1998J.CEL,GSM2795556_4_1998J.CEL,derived_extracted,derived_local,69567031,0.064789,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,2a8468ad2f867a56510456a8fc0121af69b05784dc898398deef4de8229c4b2f,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795556_4_1998J.CEL.gz,GSM2795556_4_1998J.CEL.gz,derived_extracted,derived_local,26711670,0.024877,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,61a46502da148531a20f09caa855a60de46fc4fc0392f939b718b57cc47d8b9f,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795556_4_1998J.sst-rma-gene-full.chp,GSM2795556_4_1998J.sst-rma-gene-full.chp,derived_extracted,derived_local,2794426,0.002603,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,98729a6f5614b823aa75110fcf96d37a654b2f2d35721f5a7f76d6297f95e2d2,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795556_4_1998J.sst-rma-gene-full.chp.gz,GSM2795556_4_1998J.sst-rma-gene-full.chp.gz,derived_extracted,derived_local,468129,0.000436,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,c184caaae0e0fe394d24b5c2c6241bf56f8f3d541373c5c5d3d7f37156083fa8,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795557_5_1998K.CEL,GSM2795557_5_1998K.CEL,derived_extracted,derived_local,69594803,0.064815,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,b5d55a0d9d98e7a13e75ff9167bde7483cc4324fc773810d1be24117f9b3ca44,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795557_5_1998K.CEL.gz,GSM2795557_5_1998K.CEL.gz,derived_extracted,derived_local,27409508,0.025527,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,c42d18f8796cba3be8d7e128fec8aacecb5e8e3ade13637a21041eedcb1102f1,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795557_5_1998K.sst-rma-gene-full.chp,GSM2795557_5_1998K.sst-rma-gene-full.chp,derived_extracted,derived_local,2794426,0.002603,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,ddccb0cf33bbf8e3409cc8cfc46e83351320a72622d183851732747315424bd3,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795557_5_1998K.sst-rma-gene-full.chp.gz,GSM2795557_5_1998K.sst-rma-gene-full.chp.gz,derived_extracted,derived_local,468278,0.000436,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,41af53454957e1ac99130330c67f3193c0e4f244b71c6ebb99dcf9ad9469e7eb,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795558_6_1998L.CEL,GSM2795558_6_1998L.CEL,derived_extracted,derived_local,69571763,0.064794,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,37fc671d16d1ed9bae35d04e44fc0a9804300d33807c5225da44ff3ad92af5db,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795558_6_1998L.CEL.gz,GSM2795558_6_1998L.CEL.gz,derived_extracted,derived_local,27008520,0.025154,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,d09c2a9df4fa8877bcaa8c15b237ae116d4c8d68a2b204e4029f5f6b20cb8c35,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795558_6_1998L.sst-rma-gene-full.chp,GSM2795558_6_1998L.sst-rma-gene-full.chp,derived_extracted,derived_local,2794426,0.002603,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,afe7865f563222ee093dd363f7cbdc95fcce789ddf05e2e32033be771e9e94c4,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795558_6_1998L.sst-rma-gene-full.chp.gz,GSM2795558_6_1998L.sst-rma-gene-full.chp.gz,derived_extracted,derived_local,468321,0.000436,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,7d932ea17d41fc799fc323e6193e87698a71313e022b8aada92857f07f3808d9,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795559_7_1998M.CEL,GSM2795559_7_1998M.CEL,derived_extracted,derived_local,69505439,0.064732,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,2f7adf8e83072a22fbd7f4741c90d009b26f57371643e143d48b1018810355d6,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795559_7_1998M.CEL.gz,GSM2795559_7_1998M.CEL.gz,derived_extracted,derived_local,26873066,0.025027,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,f5aac74ea29549f26ef5f83ec32f6299ea2e18e4abc9810633b79aa0280b8dca,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795559_7_1998M.sst-rma-gene-full.chp,GSM2795559_7_1998M.sst-rma-gene-full.chp,derived_extracted,derived_local,2794426,0.002603,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,655151da051a86e4dca95b46b3dcace60bc3e210f4ae526da5640f26281463f2,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795559_7_1998M.sst-rma-gene-full.chp.gz,GSM2795559_7_1998M.sst-rma-gene-full.chp.gz,derived_extracted,derived_local,467981,0.000436,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,eff199911bced6f01628d06745f8e779b4e1462a2579ba3d243fed4c01925f38,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795560_8_1998N.CEL,GSM2795560_8_1998N.CEL,derived_extracted,derived_local,69553275,0.064777,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,4efc7f729627a3c6a2a6f2e97b9316959904870058b140bc1ada39a83240b7e7,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795560_8_1998N.CEL.gz,GSM2795560_8_1998N.CEL.gz,derived_extracted,derived_local,26990137,0.025137,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,cf2878eeac2774dd9fc992246dce14cde57e5dcbfc591d37004fc98288f873f8,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795560_8_1998N.sst-rma-gene-full.chp,GSM2795560_8_1998N.sst-rma-gene-full.chp,derived_extracted,derived_local,2794426,0.002603,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,7148c4e5d3b6a876913e0dc5265a8acbc46e294ccaf131fc7f73158023439b42,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795560_8_1998N.sst-rma-gene-full.chp.gz,GSM2795560_8_1998N.sst-rma-gene-full.chp.gz,derived_extracted,derived_local,468234,0.000436,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,d6f0cd39a64aef3cf94023a52503bfeea62c72fc1eba07162a70affe56dbf43a,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795561_9_1998O.CEL,GSM2795561_9_1998O.CEL,derived_extracted,derived_local,69569703,0.064792,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,cd9a1b1ca86d58c3da25e6528f2b9bf7b2d46f430d48cb68e72ccbb50e1ef28e,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795561_9_1998O.CEL.gz,GSM2795561_9_1998O.CEL.gz,derived_extracted,derived_local,26730187,0.024894,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,fd781a75bf7d0e3787990fc13def13e51898097375a3a98cb6d2f71c1f828a3e,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795561_9_1998O.sst-rma-gene-full.chp,GSM2795561_9_1998O.sst-rma-gene-full.chp,derived_extracted,derived_local,2794426,0.002603,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,325ed99a5bca69bd4d9ffdf2bba4bf17234fcd209f0e150938278dde73bf0bed,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE104335,raw,SRPK2_mechanism_support,Homo sapiens,data/raw/GSE104335/extracted_gene_expression/GSM2795561_9_1998O.sst-rma-gene-full.chp.gz,GSM2795561_9_1998O.sst-rma-gene-full.chp.gz,derived_extracted,derived_local,468066,0.000436,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104335,sha256,6a7526a4628657b07c81b24225f75c271010a30b13474f1b65ac0cae318f7f8c,computed_sha256,,Extracted from a staged archive; source archive retained in the same dataset folder.,HTA-2.0 archive with CEL/CHP files; CHP gene-level extraction is derived locally.
GSE16944,raw,historical_rapamycin_insensitive_support,Homo sapiens,data/raw/GSE16944/GSE16944_series_matrix.txt.gz,GSE16944_series_matrix.txt.gz,external_download,downloaded_external,1901089,0.001771,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE16944,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16944/matrix/GSE16944_series_matrix.txt.gz,sha256,01b3e4b6d2f96482606029ffb0e35d39a76c36258a6ccc5556e3717f0302632a,manifest_sha256,downloaded,Downloaded raw/archive/platform input.,Historical LAM-like rapamycin-insensitive support; incomplete for formal residual/escape interaction.
GSE179044,raw,core_factorial_discovery,Homo sapiens,data/raw/GSE179044/GSE179044_raw_counts_matrix.csv.gz,GSE179044_raw_counts_matrix.csv.gz,external_download,downloaded_external,2096202,0.001952,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE179044,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE179nnn/GSE179044/suppl/GSE179044_raw_counts_matrix.csv.gz,sha256,3819e9fdae0f1f95c1e28e1c8c039d20aca04ddfab8687afef3c858ea31fe013,manifest_sha256,downloaded,Downloaded raw/archive/platform input.,Complete WT/TSC2-null x vehicle/rapamycin x plastic/hydrogel factorial discovery dataset.
GSE207322,raw,independent_btk_oriented_reference,Homo sapiens,data/raw/GSE207322/GSE207322_TPM.txt.gz,GSE207322_TPM.txt.gz,external_download,downloaded_external,1342468,0.00125,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE207322,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE207nnn/GSE207322/suppl/GSE207322_TPM.txt.gz,sha256,b3aca7ba8bd864c0149fe3c522329669c5b87dcecbd1ff76716663e70a7d3ef8,manifest_sha256,downloaded,Downloaded raw/archive/platform input.,"TMD8 ibrutinib response with WT and BTK C481 mutants; independent pharmacological reference, not LAM."
GSE207322,raw,independent_btk_oriented_reference,Homo sapiens,data/raw/GSE207322/GSE207322_series_matrix.txt.gz,GSE207322_series_matrix.txt.gz,external_download,downloaded_external,2785,3e-06,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE207322,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE207nnn/GSE207322/matrix/GSE207322_series_matrix.txt.gz,sha256,2231188d219d7a931c991dc0e983611aabfeb9dfc0f61a94d6d9ed62998d7fb9,computed_sha256,,Downloaded raw/archive/platform input.,"TMD8 ibrutinib response with WT and BTK C481 mutants; independent pharmacological reference, not LAM."
GSE27982,raw,external_tsc2_rapamycin_2x2,Mus musculus,data/raw/GSE27982/GSE27982_series_matrix.txt.gz,GSE27982_series_matrix.txt.gz,external_download,downloaded_external,1102802,0.001027,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27982,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27982/matrix/GSE27982_series_matrix.txt.gz,sha256,4a1bdee12d7bba1a79888fedca8a2eea69554e2bf98f354ad4a4d472dfa840a0,manifest_sha256,downloaded,Downloaded raw/archive/platform input.,Low-serum mouse MEF external genotype-dependent rapamycin-response validation; not automatic escape proof.
GSE302356,raw,human_lamcore_laf_spatial_validation,Homo sapiens,data/raw/GSE302356/GSE302356_family.xml.tgz,GSE302356_family.xml.tgz,external_download,downloaded_external,5348,5e-06,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302356,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE302nnn/GSE302356/miniml/GSE302356_family.xml.tgz,sha256,c3861163a713eb0bb406007fc112b737a365cd61e5c5ccbedff515654af2852a,manifest_sha256,downloaded,Downloaded raw/archive/platform input.,Multiple non-fully-paired modalities; LAM19 Xenium archive is staged but not in the current module-score pass.
